variable_code,variable_long_name,time_frequency,mip_table,total_size_GB,number_of_downloads
sftgif,Land Ice Area Percentage,mon,LImon,37.30,3459
epfy,Northward Component of the Eliassen-Palm Flux,mon,Amon,36.95,305
tas,Near-Surface Air Temperature,mon,ImonAnt,36.89,2179
od550no3,Nitrate Aerosol Optical Depth at 550nm,mon,AERmon,36.51,5113
sfcwind,Near-Surface Wind Speed,6hr,6hrPlevPt,36.20,788
dsw,Change in Surface Water Storage,day,Eday,36.14,66
drynh3,Dry Deposition Rate of NH3,mon,AERmon,36.10,4421
hfbasin,Northward Ocean Heat Transport,mon,Omon,35.95,158328
wetnh4,Wet Deposition Rate of NH4,mon,AERmon,35.89,4571
drynh4,Dry Deposition Rate of NH4,mon,AERmon,35.85,4478
bldep,Boundary Layer Depth,6hr,6hrPlev,35.80,4
ctotfirelut,"Total Carbon Loss from Natural and Managed Fire on Land-Use Tile, Including Deforestation Fires [kgC m-2 s-1]",mon,Emon,35.72,2777
ffirenat,Carbon Mass Flux into Atmosphere Due to CO2 Emission from Natural Fire [kgC m-2 s-1],mon,Emon,35.41,8548
tas,Near-Surface Air Temperature,mon,ImonGre,35.24,2129
sistremax,Maximum Shear Stress in Sea Ice,monPt,SImon,34.81,702
clittertree,Carbon Mass in Litter on Tree Tiles,mon,Emon,34.77,3077
hfsifrazil,Heat Flux into Sea Water Due to Frazil Ice Formation,mon,Omon,34.20,890
csoilgrass,Carbon Mass in Soil on Grass Tiles,mon,Emon,33.91,2956
nproduct,Nitrogen Mass in Products of Land-Use Change,mon,Emon,33.85,13301
thkcello,Ocean Model Cell Thickness,fx,Ofx,33.76,4867
agesno,Mean Age of Snow,mon,LImon,33.74,2239
wo,Sea Water Vertical Velocity,dec,Odec,33.61,155
sirdgthick,Ridged Ice Thickness,mon,SImon,33.58,1806
hfcorr,Heat Flux Correction,mon,Omon,33.55,5574
drynoy,Dry Deposition Rate of NOy,mon,AERmon,33.52,3892
rlds,Surface Downwelling Longwave Radiation,mon,ImonGre,32.96,2059
wetnoy,Wet Deposition Rate of NOy Including Aerosol Nitrate,mon,AERmon,32.95,4054
fnproduct,Deforested or Harvested Biomass as a Result of Anthropogenic Land-Use or Change,mon,Emon,32.93,10529
rlds,Surface Downwelling Longwave Radiation,mon,ImonAnt,32.76,2027
sidragtop,Atmospheric Drag Coefficient,mon,SImon,32.62,1613
rsdsis,Ice Sheet Surface Downwelling Shortwave Radiation,mon,LImon,31.93,628
psl,Sea Level Pressure,monC,Amon,31.49,362
vas,Surface Diffuse Downwelling Shortwave Radiation,day,day,31.32,30
ccldncl,Cloud Droplet Number Concentration of Convective Cloud Tops,day,Eday,31.21,31
uas,Surface Downwelling Clear-Sky Shortwave Radiation,day,day,31.06,30
raroot,Total Respiration from Roots as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,31.05,809
masscello,Ocean Grid-Cell Mass per Area,fx,Ofx,31.03,3106
chepsoa,Chemical Production of Dry Aerosol Secondary Organic Matter,mon,AERmon,30.97,4080
msftmzsmpa,Ocean Meridional Overturning Mass Streamfunction Due to Parameterized Submesoscale Advection,mon,Omon,30.79,1103
agesno,Mean Age of Snow,day,Eday,30.67,47
eminh3,Total Emission Rate of NH3,mon,AERmon,30.62,4260
rsdt,TOA Incident Shortwave Radiation,monC,Amon,30.62,410
csoiltree,Carbon Mass in Soil on Tree Tiles,mon,Emon,30.52,3044
nppshrub,Net Primary Production on Shrub Tiles as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,30.49,2568
uas,Eastward Near-Surface Wind,monC,Amon,30.45,247
opottempmint,Integral with Respect to Depth of Product of Sea Water Density and Potential Temperature,yr,Oyr,30.42,2320
cvegshrub,Carbon Mass in Vegetation on Shrub Tiles,mon,Emon,30.23,2722
vas,Northward Near-Surface Wind,monC,Amon,30.11,248
rsus,Surface Upwelling Shortwave Radiation,monC,Amon,29.98,289
somint,Depth Integral of Product of Sea Water Density and Prognostic Salinity,yr,Oyr,29.54,2043
rlds,Surface Downwelling Longwave Radiation,monC,Amon,29.20,311
huss,Near-Surface Specific Humidity,monC,Amon,29.16,262
nlittercwd,Nitrogen Mass in Coarse Woody Debris,mon,Emon,29.12,4604
lwsnl,Liquid Water Content of Snow Layer,day,Eday,29.10,485
wetnh3,Wet Deposition Rate of NH3,mon,AERmon,29.08,4576
n2o,Mole Fraction of N2O,monC,Amon,29.06,34
emibvoc,Total Emission Rate of Biogenic NMVOC,mon,AERmon,28.90,6586
hur,Evaporation Including Sublimation and Transpiration,mon,CFmon,28.75,3
rsds,Surface Downwelling Shortwave Radiation,monC,Amon,28.55,304
simpconc,Percentage Cover of Sea Ice by Meltpond,mon,SImon,28.54,1101
rlus,Surface Upwelling Longwave Radiation,mon,ImonGre,28.46,1866
rsus,Surface Upwelling Shortwave Radiation,mon,ImonGre,28.45,2197
ps,Surface Air Pressure,monC,Amon,28.37,315
sistresave,Average Normal Stress in Sea Ice,monPt,SImon,28.35,700
clcalipso,CALIPSO Percentage Cloud Cover,3hrPt,E3hrPt,28.33,18
hfdsnb,Downward Heat Flux at Snow Base,day,Eday,28.33,28
vegheighttree,Height of Trees,mon,Emon,28.07,955
evspsbl,Evaporation Including Sublimation and Transpiration,monC,Amon,27.85,238
pasturefracc3,C3 Pasture Area Percentage,mon,Emon,27.81,21857
prveg,Precipitation onto Canopy,day,Eday,27.76,24
od443dust,Optical Thickness at 443nm Dust,mon,Emon,27.59,316
rlus,Surface Upwelling Longwave Radiation,mon,ImonAnt,27.57,1831
nmineralno3,Mineral Nitrate in the Soil,mon,Emon,27.51,952
rsus,Surface Upwelling Shortwave Radiation,mon,ImonAnt,27.42,2077
hurs,Near-Surface Relative Humidity,monC,Amon,27.30,240
basin,Region Selection Index,fx,Ofx,27.15,9727
wetlandch4cons,Grid Averaged Methane Consumption (Methanotrophy) from Wetlands,mon,Emon,27.14,582
od865dust,Dust Optical Depth at 865nm,mon,Emon,26.99,339
sootsn,Snow Soot Content,mon,LImon,26.88,1369
nmineralnh4,Mineral Ammonium in the Soil,mon,Emon,26.83,948
fharvesttoproduct,Harvested Biomass That Goes into Product Pool,mon,Emon,26.39,4058
wfcorr,Water Flux Correction,mon,Omon,26.33,5172
ps,Surface Air Pressure,mon,CFmon,26.32,1982
fharvesttoatmos,Harvested Biomass That Goes Straight into Atmosphere as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,26.06,1968
hfss,Surface Upward Sensible Heat Flux,monC,Amon,26.05,240
hfls,Surface Upward Latent Heat Flux,monC,Amon,26.04,245
pabigthetao,Sea Water Added Conservative Temperature,mon,Emon,26.00,23
rlus,Surface Upwelling Longwave Radiation,monC,Amon,25.59,277
tasmax,TOA Outgoing Clear-Sky Shortwave Radiation,mon,Amon,25.55,2902
fbddtdic,Rate of Change of Dissolved Inorganic Carbon Due to Biological Activity,mon,Emon,25.46,122
flashrate,Lightning Flash Rate,mon,Emon,25.21,438
mc,Convective Mass Flux,monC,Amon,25.19,36
sftof,Sea Area Percentage,fx,Ofx,25.17,11541
sblis,Ice Sheet Surface Snow and Ice Sublimation Flux,mon,LImon,25.10,820
fnfert,Total Nitrogen Added for Cropland Fertilisation (Artificial and Manure),mon,Emon,25.02,10122
fbddtdisi,Rate of Change of Dissolved Inorganic Silicon Due to Biological Activity,mon,Emon,24.79,121
cl,Global Mean Mole Fraction of CFC11,mon,Amon,24.72,4
epfy,Northward Component of the Eliassen-Palm Flux,mon,EmonZ,24.71,3762
jpdftaureliqmodis,"MODIS Optical Thickness-Particle Size Joint Distribution, Liquid",mon,Emon,24.55,42
tauv,Surface Downward Northward Wind Stress,monC,Amon,24.53,192
sw,Surface Water Storage,day,Eday,24.49,51
fveglittersenescence,"Total Carbon Mass Flux from Vegetation to Litter as a Result of Leaf, Branch, and Root Senescence",mon,Emon,24.47,1103
clmisr,Percentage Cloud Cover as Calculated by the MISR Simulator (Including Error Flag),3hrPt,E3hrPt,24.44,18
lwtoafluxaerocs,TOA Outgoing Clear-Sky Longwave Flux Due to Volcanic Aerosols,6hrPt,6hrPlevPt,24.39,4
hur,Evaporation Including Sublimation and Transpiration,mon,Amon,24.30,418
sfcwind,Near-Surface Wind Speed,monC,Amon,24.02,207
hfds,Downward Heat Flux at Sea Water Surface,dec,Odec,24.00,325
dfr,Frozen Soil Depth,day,Eday,23.91,44
co2,Mole Fraction of CO2,monC,Amon,23.87,19
wetlandch4prod,Grid Averaged Methane Production (Methanogenesis) from Wetlands,mon,Emon,23.80,786
fgco2nat,Surface Downward Mass Flux of Carbon as Natural CO2 [kgC m-2 s-1],yr,Oyr,23.79,1257
fbddtdip,Rate of Change of Dissolved Inorganic Phosphorus Due to Biological Activity,mon,Emon,23.74,115
emiisop,Total Emission Rate of Isoprene,mon,AERmon,23.63,5277
wtem,Transformed Eulerian Mean Upward Wind,mon,EmonZ,23.60,4793
fbddtdife,Rate of Change of Dissolved Inorganic Iron Due to Biological Activity,mon,Emon,23.48,119
rashrub,Autotrophic Respiration on Shrub Tiles as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,23.45,1922
ci,Fraction of Time Convection Occurs in Cell,subhrPt,CFsubhr,23.40,132
tauu,Surface Downward Eastward Wind Stress,monC,Amon,23.40,191
snrefr,Refreezing of Water in the Snow,day,Eday,23.37,36
tsnl,Temperature profile in the snow,day,Eday,23.32,39
fveglittermortality,Total Carbon Mass Flux from Vegetation to Litter as a Result of Mortality,mon,Emon,23.28,924
acabfis,Ice Sheet Surface Mass Balance Flux,mon,LImon,23.21,1429
tcs,Vegetation Canopy Temperature,day,Eday,22.94,104
snwc, snow water equivalent intercepted by the vegetation,day,Eday,22.75,385
raleaf,Total Respiration from Leaves as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,22.60,569
prw,Water Vapor Path,monC,Amon,22.37,202
fbddtdin,Rate of Change of Dissolved Inorganic Nitrogen Due to Biological Activity,mon,Emon,22.36,117
sblnosn,Sublimation of the Snow Free Area,day,Eday,22.34,42
od550aerso,Stratospheric Optical Depth at 550nm (All Aerosols) 2D-Field (Stratosphere Only),mon,Emon,22.31,529
vegheightgrass,Height of Grass,mon,Emon,22.27,892
tasis,Ice Sheet Near-Surface Air Temperature,mon,LImon,22.11,1126
fngasfire,"Total Nitrogen Lost to the Atmosphere (Including NHx, NOx, N2O, N2) from Fire",mon,Emon,22.10,2664
oh,OH Volume Mixing Ratio,mon,AERmonZ,21.95,5677
hurs,Specific Humidity,day,day,21.81,16
prhmax,Maximum Hourly Precipitation Rate,mon,Emon,21.70,1779
pasturefracc4,C4 Pasture Area Percentage,mon,Emon,21.18,22124
clt,Total Cloud Cover Percentage,monC,Amon,21.08,232
fbddtalk,Rate of Change of Biological Alkalinity Due to Biological Activity,mon,Emon,20.91,107
sishevel,Maximum Shear of Sea-Ice Velocity Field,monPt,SImon,20.59,473
eparag100,Downward Flux of Aragonite,mon,Omon,20.59,346
tos,Sea Surface Temperature,dec,Odec,20.53,359
gppshrub,Gross Primary Production on Shrub Tiles as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,20.43,2110
c14veg,Mass of 14C in Vegetation,mon,Emon,20.33,494
tasmin,Daily Minimum Near-Surface Air Temperature,monC,Amon,20.30,211
c13veg,Mass of 13C in Vegetation,mon,Emon,20.28,482
prw,Water Vapor Path,3hrPt,CF3hr,19.87,36
ch4,Mole Fraction of CH4,monC,Amon,19.84,37
sos,Sea Surface Salinity,dec,Odec,19.79,219
vegheightshrub,Height of Shrubs,mon,Emon,19.79,877
sbl,Surface Snow and Ice Sublimation Flux,subhrPt,CFsubhr,19.70,44
gppc14,Carbon-14 Mass Flux out of Atmosphere Due to Gross Primary Production on Land [kgC m-2 s-1],mon,Emon,19.61,502
rlutcs,TOA Outgoing Clear-Sky Longwave Radiation,monC,Amon,19.56,247
huss,Meridional Overturning Circulation at 34S,mon,Amon,19.52,820
epfz,Upward Component of the Eliassen-Palm Flux,mon,EmonZ,19.51,4328
msftyrho,Ocean Y Overturning Mass Streamfunction,mon,Omon,19.19,115
tasmax,Daily Maximum Near-Surface Air Temperature,day,Amon,19.13,170
tpf,Permafrost Layer Thickness,mon,LImon,19.09,761
zmtnt,Zonal Mean Diabatic Heating Rates,mon,EmonZ,19.04,914
gppc13,Carbon-13 Mass Flux out of Atmosphere Due to Gross Primary Production on Land [kgC m-2 s-1],mon,Emon,18.93,480
clcalipso2,CALIPSO Cloud Cover Percentage Undetected by CloudSat (as Percentage of Area Covered),3hrPt,E3hrPt,18.79,19
rsdt,Surface Downwelling Longwave Radiation,mon,Amon,18.64,4262
pr,Precipitation,3hrPt,CF3hr,18.23,35
co3nat,Natural Carbonate Ion Concentration,yr,Oyr,18.18,92
aragos,Surface Aragonite Concentration,mon,Omon,18.16,595
fnlandtoocean,Lateral Transfer of Nitrogen out of Grid Cell That Eventually Goes into Ocean,mon,Emon,18.13,8600
prrais,Ice Sheet Rainfall Rate,mon,LImon,18.12,830
mrrois,Ice Sheet Total Runoff,mon,LImon,18.07,812
cmisc,Carbon Mass in Other Living Compartments on Land,mon,Emon,18.03,1864
clcalipso,Surface Temperature,mon,CFmon,18.00,8
fnanthdisturb,Nitrogen Mass Flux out of Land Due to any Human Activity,mon,Emon,17.88,10314
hflsis,Ice Sheet Surface Upward Latent Heat Flux,mon,LImon,17.85,871
hfssis,Ice Sheet Surface Upward Sensible Heat Flux,mon,LImon,17.70,861
rsutcs,TOA Outgoing Clear-Sky Shortwave Radiation,monC,Amon,17.68,218
dmlt,Depth to Soil Thaw,day,Eday,17.59,38
tasmax,Daily Maximum Near-Surface Air Temperature,monC,Amon,17.59,196
tntmp,Tendency of Air Temperature Due to Model Physics,mon,EmonZ,17.37,1845
clt,Total Cloud Cover Percentage,3hrPt,CF3hr,17.30,20
vegheightcrop,Height of Crops,mon,Emon,17.23,886
rsuscs,Surface Upwelling Clear-Sky Shortwave Radiation,monC,Amon,16.81,189
baccos,Surface Bacterial Carbon Concentration,mon,Omon,16.52,374
vtem,Transformed Eulerian Mean Northward Wind,mon,EmonZ,16.46,3460
vas,Surface Diffuse Downwelling Shortwave Radiation,3hrPt,3hr,16.09,1
cfaddbze94,CloudSat Radar Reflectivity CFAD,3hrPt,E3hrPt,16.04,9
fgco2abio,Surface Downward Mass Flux of Carbon as Abiotic CO2 [kgC m-2 s-1],yr,Oyr,16.02,755
fn2o,Total Land N2O Flux,mon,Emon,15.76,3764
c14soil,Mass of 14C in Soil Pool,mon,Emon,15.70,367
rsdscs,Surface Downwelling Clear-Sky Shortwave Radiation,monC,Amon,15.54,194
ps,Surface Air Pressure,3hrPt,CF3hr,15.49,135
phnat,Natural pH,yr,Oyr,15.49,116
wfo,Water Flux into Sea Water,dec,Odec,15.45,147
prsn,Snowfall Flux,mon,ImonGre,15.33,247
fvegsoil,Total Carbon Mass Flux from Vegetation Directly to Soil,mon,Lmon,15.28,695
tasmin,Daily Minimum Near-Surface Air Temperature,day,Amon,15.27,140
sza,Solar Zenith Angle,3hrPt,E3hrPt,15.27,178
eow,Open Water Evaporation,day,Eday,15.24,57
c13soil,Mass of 13C in Soil Pool,mon,Emon,15.24,360
c14land,Mass of 14C in All Terrestrial Carbon Pools,mon,Emon,15.23,358
thkcello,Ocean Model Cell Thickness,dec,Odec,14.98,122
prsn,Snowfall Flux,mon,ImonAnt,14.97,242
c13land,Mass of 13C in All Terrestrial Carbon Pools,mon,Emon,14.80,366
zostoga,Global Average Thermosteric Sea Level Change,mon,Omon,14.79,268339
tntrlcs,Tendency of Air Temperature Due to Clear Sky Longwave Radiative Heating,mon,EmonZ,14.53,1220
evspsbl,Total Cloud Cover Percentage,mon,Amon,14.45,2275
ho2,HO2 Volume Mixing Ratio,mon,AERmonZ,14.26,4394
utendepfd,Tendency of Eastward Wind Due to Eliassen-Palm Flux Divergence,mon,EmonZ,14.18,1693
hfgeou,Upward Geothermal Heat Flux at Sea Floor,fx,Ofx,14.08,5217
od550aerh2o,Aerosol Water Optical Thickness at 550nm,mon,AERmon,13.99,4602
c14litter,Mass of 14C in Litter Pool,mon,Emon,13.85,337
tntrscs,Tendency of Air Temperature Due to Clear Sky Shortwave Radiative Heating,mon,EmonZ,13.80,1200
rldsis,Ice Sheet Surface Downwelling Longwave Radiation,mon,LImon,13.79,509
c13litter,Mass of 13C in Litter Pool,mon,Emon,13.53,339
treefracprimdec,Percentage Cover by Primary Deciduous Tree,mon,Lmon,13.27,1303
jpdftaureicemodis,"MODIS Joint Distribution of Optical Thickness and Particle Size, Ice",mon,Emon,13.26,34
clivi,Ice Water Path,monC,Amon,13.24,132
tntrs,Tendency of Air Temperature Due to Shortwave Radiative Heating,mon,EmonZ,13.09,1608
aeroptbnd,Aerosol Level Absorption Optical Thickness for Each Band,3hrPt,E3hrPt,13.06,3
rac13,Carbon-13 Mass Flux into Atmosphere Due to Autotrophic (Plant) Respiration on Land [kgC m-2 s-1],mon,Emon,13.00,343
tasmincrop,Daily Minimum Near-Surface Air Temperature over Crop Tile,mon,Emon,12.97,568
clwvi,Condensed Water Path,monC,Amon,12.92,137
tntrl,Tendency of Air Temperature Due to Longwave Radiative Heating,mon,EmonZ,12.89,1505
rhc13,Carbon-13 Mass Flux into Atmosphere Due to Heterotrophic Respiration on Land [kgC m-2 s-1],mon,Emon,12.89,335
treefracprimever,Percentage Cover by Primary Evergreen Trees,mon,Lmon,12.89,1306
parasolrefl,PARASOL Reflectance,3hrPt,E3hrPt,12.77,15
rac14,Carbon-14 Mass Flux into Atmosphere Due to Autotrophic (Plant) Respiration on Land [kgC m-2 s-1],mon,Emon,12.75,332
agessc,Sea Water Age Since Surface Contact,dec,Odec,12.65,50
tasmaxcrop,Daily Maximum Near-Surface Air Temperature over Crop Tile,mon,Emon,12.64,557
rldscs,Surface Downwelling Clear-Sky Longwave Radiation,monC,Amon,12.64,160
tauuo,Sea Water Surface Downward X Stress,dec,Odec,12.62,165
co2s,Atmosphere CO2,mon,Emon,12.53,193
fco2fos,Carbon Mass Flux into Atmosphere Due to Fossil Fuel Emissions of CO2 [kgC m-2 s-1],mon,Amon,12.52,672
rhc14,Carbon-14 Mass Flux into Atmosphere Due to Heterotrophic Respiration on Land [kgC m-2 s-1],mon,Emon,12.50,335
ch4,Mole Fraction of CH4,mon,AERmonZ,12.36,4893
irrlut,"Irrigation Flux Including any Irrigation for Crops, Trees, Pasture, or Urban Lawns",mon,Emon,12.35,2923
h2o,Mass Fraction of Water,mon,AERmonZ,12.31,898
tomint,integral wrt depth of product of sea water density and prognostic temperature,mon,Emon,12.18,23
tosga,Global Average Sea Surface Temperature,mon,Omon,12.16,90352
tntogw,Temperature Tendency Due to Orographic Gravity Wave Dissipation,mon,EmonZ,12.05,1035
fgrazing,Carbon Mass Flux into Atmosphere Due to Grazing on Land [kgC m-2 s-1],mon,Lmon,12.01,23489
reffclis,Hydrometeor Effective Radius of Stratiform Cloud Ice,subhrPt,Esubhr,11.67,4
noy,Total Reactive Nitrogen Volume Mixing Ratio,mon,AERmonZ,11.65,4471
tauvo,Sea Water Surface Downward Y Stress,dec,Odec,11.62,146
fg14co2abio,Surface Downward Mass Flux of Carbon-14 as Abiotic 14CO2 [kgC m-2 s-1],yr,Oyr,11.51,583
cldncl,Cloud Droplet Number Concentration of Cloud Tops,mon,Emon,11.47,183
prsnis,Ice Sheet Snowfall Flux,mon,LImon,11.45,533
simpmass,Meltpond Mass per Unit Area (as Depth),mon,SImon,11.39,453
orogis,Ice Sheet Surface Altitude,mon,LImon,11.31,520
volo,Sea Water Volume,dec,Odec,11.30,121
hno3,HNO3 Volume Mixing Ratio,mon,AERmonZ,11.17,4169
reffclws,Stratiform Cloud Liquid Droplet Effective Radius,subhrPt,Esubhr,10.92,5
mrroli,Land Ice Runoff Flux,mon,ImonGre,10.69,513
tsis,Ice Sheet Surface Temperature,mon,LImon,10.67,739
prrc,Convective Rainfall Rate,day,Eday,10.66,11
hfss,Surface Upward Sensible Heat Flux,3hrPt,CF3hr,10.66,20
hfbasinpmadv,Northward Ocean Heat Transport Due to Parameterized Mesoscale Advection,mon,Omon,10.47,47224
mrroli,Land Ice Runoff Flux,mon,ImonAnt,10.47,498
soga,Global Mean Sea Water Salinity,dec,Odec,10.30,127
meanage,Mean Age of Stratospheric Air,mon,AERmonZ,10.13,745
clisccp,ISCCP Cloud Area Percentage,3hrPt,E3hrPt,10.09,10
rtmt,Surface Downwelling Shortwave Radiation,mon,Amon,10.06,1908
rtmt,Net Downward Radiative Flux at Top of Model,monC,Amon,9.98,103
jpdftaureliqmodis,"MODIS Optical Thickness-Particle Size Joint Distribution, Liquid",3hrPt,E3hrPt,9.76,18
n2o,Mole Fraction of N2O,mon,AERmonZ,9.61,717
huss,Meridional Overturning Circulation at 34S,day,day,9.61,8
sedustci,Sedimentation Flux of Dust Mode Coarse Insoluble,mon,Emon,9.41,62
tslsi,Surface Downwelling Shortwave Radiation,3hrPt,3hr,9.38,2
pr,Precipitation,mon,Omon,9.34,739
hcl,HCl Volume Mixing Ratio,mon,AERmonZ,9.29,642
lwtoacsaer,TOA Clear-Sky longwave Radiative Forcing due to  Aerosols,mon,Emon,9.27,193
od550csaer,Ambient Aerosol Optical Thickness at 550nm,mon,AERmon,9.27,471
intparag,Aragonite Production,mon,Omon,9.09,300
cly,Total Inorganic Chlorine Volume Mixing Ratio,mon,AERmonZ,9.07,664
evspsbl,Evaporation Including Sublimation and Transpiration,3hrPt,CF3hr,9.00,22
bry,Total Inorganic Bromine Volume Mixing Ratio,mon,AERmonZ,8.99,710
rldscs,Surface Downwelling Clear-Sky Longwave Radiation,3hrPt,CF3hr,8.89,21
reffclis,Hydrometeor Effective Radius of Stratiform Cloud Ice,3hrPt,CF3hr,8.89,3
ccn,Cloud Condensation Nuclei Concentration at Liquid Cloud Top,mon,AERmon,8.81,977
sbl,Surface Snow and Ice Sublimation Flux,3hrPt,CF3hr,8.61,14
tntd,Tendency of Air Temperature Due to Numerical Diffusion,mon,Emon,8.58,93
clwmodis,MODIS Liquid Cloud Percentage,mon,Emon,8.57,441
sbl,Surface Snow and Ice Sublimation Flux,mon,ImonAnt,8.48,489
sbl,Surface Snow and Ice Sublimation Flux,mon,ImonGre,8.45,483
psl,Eastward Wind,mon,Amon,8.41,2290
tslsi,Surface Temperature Where Land or Sea Ice,3hr,3hr,8.35,4
flandice,Water Flux into Sea Water from Land Ice,mon,Emon,8.34,540
emiaoa,Total Emission Rate of Anthropogenic Organic Aerosol,mon,AERmon,8.27,176
sci,Fraction of Time Shallow Convection Occurs,subhrPt,CFsubhr,8.26,85
ocontemppsmadvect,Tendency of Sea Water Conservative Temperature Expressed as Heat Content Due to Parameterized Submesoscale Advection,mon,Emon,8.17,31
prc,Convective Precipitation,monC,Amon,8.14,90
rlds,Surface Downwelling Longwave Radiation,3hrPt,CF3hr,8.13,23
prsn,Snowfall Flux,monC,Amon,8.13,136
sidragbot,Ocean Drag Coefficient,mon,SImon,8.12,245
csoil,Carbon Mass in Model Soil Pool,yrPt,Eyr,8.02,6761
tauv,Surface Downward Northward Wind Stress,3hrPt,CF3hr,7.95,16
rlusis,Ice Sheet Surface Upwelling Longwave Radiation,mon,LImon,7.87,489
fraclut,Percentage of Grid Cell for Each Land-Use Tile,yrPt,Eyr,7.84,2573
chlcalcos,Surface Mass Concentration of Calcareous Phytoplankton Expressed as Chlorophyll in Sea Water,mon,Omon,7.79,74
htovgyre,Northward Ocean Heat Transport Due to Gyre,mon,Omon,7.79,31246
rlut,TOA Outgoing Longwave Radiation,1hrCM,E1hrClimMon,7.79,12
prsn,Snowfall Flux,3hrPt,CF3hr,7.74,19
msftmrhompa,Ocean Meridional Overturning Mass Streamfunction Due to Parameterized Mesoscale Advection,mon,Omon,7.74,196
acabf,Surface Mass Balance Flux,mon,ImonAnt,7.69,486
rlut,Snowfall Flux,mon,Amon,7.63,1277
rsut,TOA Outgoing Shortwave Radiation,3hrPt,CF3hr,7.61,24
tsn,Snow Internal Temperature,mon,ImonAnt,7.60,502
limncalc,Nitrogen Limitation of Calcareous Phytoplankton,mon,Omon,7.57,70
tsn,Snow Internal Temperature,mon,ImonGre,7.56,511
grassfrac,Natural Grass Area Percentage,yr,Eyr,7.37,20743
clitterlut,Carbon  in Above and Below-Ground Litter Pools on Land-Use Tiles,yrPt,Eyr,7.35,3318
intppcalc,Net Primary Mole Productivity of Carbon by Calcareous Phytoplankton,mon,Omon,7.35,71
msftyrhompa,Ocean Y Overturning Mass Streamfunction Due to Parameterized Mesoscale Advection,mon,Omon,7.35,37
prrsn,Fraction of Rainfall on Snow,day,Eday,7.32,43
phycalcos,Surface Mole Concentration of Calcareous Phytoplankton Expressed as Carbon in Sea Water,mon,Omon,7.32,70
rsut,TOA Outgoing Longwave Radiation,mon,Amon,7.28,1263
fnveglitter,Total Nitrogen Mass Flux from Vegetation to Litter,mon,Emon,7.24,5039
acabf,Surface Mass Balance Flux,mon,ImonGre,7.17,474
jpdftaureicemodis,"MODIS Joint Distribution of Optical Thickness and Particle Size, Ice",3hrPt,E3hrPt,7.12,19
baresoilfrac,Bare Soil Percentage Area Coverage,yr,Eyr,7.09,18565
cveg,Carbon Mass in Vegetation,yrPt,Eyr,7.08,6440
rsdt,TOA Incident Shortwave Radiation,3hrPt,CF3hr,7.06,29
limirrcalc,Irradiance Limitation of Calcareous Phytoplankton,mon,Omon,7.05,67
chepasoa,Total Net Production of Anthropogenic Secondary Organic Aerosol,mon,AERmon,7.05,85
rsusis,Ice Sheet Surface Upwelling Shortwave Radiation,mon,LImon,6.96,527
reffclws,Stratiform Cloud Liquid Droplet Effective Radius,3hrPt,CF3hr,6.93,3
htovovrt,Northward Ocean Heat Transport Due to Overturning,mon,Omon,6.89,32245
limfecalc,Iron Limitation of Calcareous Phytoplankton,mon,Omon,6.89,62
uas,Surface Downwelling Clear-Sky Shortwave Radiation,mon,Amon,6.87,1231
rlutcs,TOA Outgoing Clear-Sky Longwave Radiation,1hrCM,E1hrClimMon,6.81,11
rsutcs,TOA Outgoing Clear-Sky Shortwave Radiation,3hrPt,CF3hr,6.78,29
rlutcs,TOA Outgoing Clear-Sky Longwave Radiation,3hrPt,CF3hr,6.76,21
hurs,Near-Surface Relative Humidity,3hrPt,CF3hr,6.75,15
rlus,Surface Upwelling Longwave Radiation,3hrPt,CF3hr,6.72,20
clitter,Carbon Mass in Litter Pool,yrPt,Eyr,6.71,5983
pppico,Net Primary Mole Productivity of Carbon by Picophytoplankton,yr,Oyr,6.53,19
fnvegsoil,Total Nitrogen Mass Flux from Vegetation Directly to Soil,mon,Emon,6.51,275
sosga,Global Average Sea Surface Salinity,mon,Omon,6.49,48684
limndiaz,Nitrogen Limitation of Diazotrophs,mon,Omon,6.48,62
sftgrf,Grounded Ice Sheet Area Percentage,mon,LImon,6.44,2678
cct,Air Pressure at Convective Cloud Top,monC,Amon,6.43,76
litemptopis,Ice Sheet Temperature at Top of Ice Sheet Model,mon,LImon,6.38,419
tnpeo,Tendency of Ocean Potential Energy Content,yr,Oyr,6.38,170
litemptop,Temperature at Top of Ice Sheet Model,mon,ImonGre,6.20,402
oxloss,Total Odd Oxygen (Ox) Loss Rate,mon,EmonZ,6.15,294
litemptop,Temperature at Top of Ice Sheet Model,mon,ImonAnt,6.11,385
sltovgyre,Northward Ocean Salt Transport Due to Gyre,mon,Omon,6.07,32917
tsnis,Ice Sheet Snow Internal Temperature,mon,LImon,6.05,401
ps,Surface Air Pressure,6hr,6hrLev,6.00,9
exparag,Downward Flux of Aragonite,yr,Oyr,5.99,18
snc,Snow Area Percentage,mon,ImonAnt,5.96,1206
vas,Surface Diffuse Downwelling Shortwave Radiation,mon,Amon,5.95,1093
cropfrac,Percentage Crop Cover,yr,Eyr,5.90,20103
