variable_code,variable_long_name,time_frequency,mip_table,total_size_GB,number_of_downloads
mmrpm10,PM10 Mass Mixing Ratio,mon,AERmon,531.89,1767
pr,Precipitation,subhrPt,Esubhr,526.63,36
pnitrate,Primary Carbon Production by Phytoplankton Due to Nitrate Uptake Alone,yr,Oyr,522.95,1787
sisnmass,Snow Mass per Area,mon,SImon,520.96,54617
ta,Air Temperature,monC,Amon,520.16,386
tntrscs,Tendency of Air Temperature Due to Clear Sky Shortwave Radiative Heating,subhrPt,Esubhr,519.53,113
diftrblo,Ocean Tracer Diffusivity Due to Parameterized Mesoscale Advection,yr,Oyr,514.67,746
cllcalipso,CALIPSO Low Level Cloud Cover Percentage,day,CFday,510.79,1770
dissicos,Surface Dissolved Inorganic Carbon Concentration,mon,Omon,507.76,10000
fsn,Surface Downward Net Flux of Nitrogen,mon,Omon,507.22,5006
va,Northward Wind,6hr,6hrLev,504.90,29
ptp,Tropopause Air Pressure,mon,AERmon,503.81,15422
dissicabio,Abiotic Dissolved Inorganic Carbon Concentration,yr,Oyr,502.68,822
osaltpsmadvect,Tendency of Sea Water Salinity Expressed as Salt Content Due to Parameterized Submesoscale Advection,mon,Emon,500.24,250
cl,Global Mean Mole Fraction of CFC11,day,CFday,499.10,38
hfibthermds,Heat Flux into Sea Water Due to Iceberg Thermodynamics,mon,Omon,498.68,2615
hfevapds,Temperature Flux Due to Evaporation Expressed as Heat Flux out of Sea Water,mon,Omon,497.34,35685
thetaot,Vertically Averaged Sea Water Potential Temperature,mon,Emon,494.82,34971
mlotstsq,Square of Ocean Mixed Layer Thickness Defined by Sigma T,mon,Omon,483.48,5808
clivic,Convective Ice Water Path,day,Eday,482.68,239
cldicemxrat,Cloud Ice Mixing Ratio,mon,Emon,482.55,162
epfe100,Downward Flux of Particulate Iron,mon,Omon,482.52,2862
nep,Net Carbon Mass Flux out of Atmosphere due to Net Ecosystem Productivity on Land [kgC m-2 s-1],mon,Emon,481.72,97370
t2,Mean-Squared Air Temperature,mon,Emon,480.88,214
fric,Downward Inorganic Carbon Flux at Ocean Bottom,mon,Omon,480.22,8333
limirrdiat,Irradiance Limitation of Diatoms,mon,Omon,468.66,7837
drivw,Change in River Storage,day,Eday,467.55,125
fbddtdin,Rate of Change of Dissolved Inorganic Nitrogen Due to Biological Activity,mon,Omon,465.10,7594
rls,Net Longwave Surface Radiation,mon,Emon,464.33,45656
siitdconc,Sea-Ice Area Percentages in Thickness Categories,mon,SImon,462.22,1449
siarean,Sea-Ice Area North,mon,SImon,461.68,31663
snc,Snow Area Percentage,mon,LImon,461.12,230998
clitter,Carbon Mass in Litter Pool,mon,Lmon,460.18,84860
hfss,Surface Upward Sensible Heat Flux,day,Eday,457.84,2686
siextentn,Sea-Ice Extent North,mon,SImon,455.85,20487
mmrno3,NO3 Aerosol Mass Mixing Ratio,mon,AERmon,455.47,4681
cod,Cloud Optical Depth,mon,AERmon,454.95,3456
froc,Downward Organic Carbon Flux at Ocean Bottom,mon,Omon,453.64,7879
sisnconc,Snow Area Percentage,mon,SImon,451.51,9979
sispeed,Sea-Ice Speed,mon,SImon,451.00,53807
phalf,Pressure on Model Half-Levels,mon,Amon,449.26,898
hflso,Surface Downward Latent Heat Flux,mon,Omon,447.66,2865
va,Northward Wind,day,EdayZ,447.61,7898
fbddtdic,Rate of Change of Dissolved Inorganic Carbon Due to Biological Activity,mon,Omon,446.61,7667
expp,Sinking Particulate Organic Phosphorus Flux,yr,Oyr,446.51,555
ocontemppmdiff,Tendency of Sea Water Conservative Temperature Expressed as Heat Content Due to Parameterized Mesoscale Diffusion,yr,Oyr,446.07,175
po4os,Surface Total Dissolved Inorganic Phosphorus Concentration,mon,Omon,445.34,8999
expn,Sinking Particulate Organic Nitrogen Flux,yr,Oyr,445.22,565
fbddtdife,Rate of Change of Dissolved Inorganic Iron Due to Biological Activity,mon,Omon,444.90,7061
cldwatmxrat,Cloud Water Mixing Ratio,mon,Emon,444.77,161
siconca,Sea-Ice Area Percentage (Atmospheric Grid),mon,SImon,442.28,256898
talkos,Surface Total Alkalinity,mon,Omon,440.87,9066
sfno2,NO2 Volume Mixing Ratio in Lowest Model Layer,1hr,AERhr,440.79,236
tos,Sea Surface Temperature,mon,Amon,440.19,139418
fbddtdisi,Rate of Change of Dissolved Inorganic Silicon Due to Biological Activity,mon,Omon,438.76,7233
ocontemptend,Tendency of Sea Water Conservative Temperature Expressed as Heat Content,yr,Oyr,435.59,182
ocontemprmadvect,Tendency of Sea Water Conservative Temperature Expressed as Heat Content Due to Residual Mean Advection,yr,Oyr,434.58,178
zg,Geopotential Height,monC,Amon,433.03,320
sitemptop,Surface Temperature of Sea Ice,mon,SImon,432.03,80545
fbddtalk,Rate of Change of Biological Alkalinity Due to Biological Activity,mon,Omon,430.10,6664
rlntds,Surface Net Downward Longwave Radiation,mon,Omon,428.15,2728
phyn,Mole Concentration of Total Phytoplankton Expressed as Nitrogen in Sea Water,yr,Oyr,428.04,2627
fbddtdip,Rate of Change of Dissolved Inorganic Phosphorus Due to Biological Activity,mon,Omon,424.91,7058
zg10,Geopotential Height at 10hPa,day,AERday,423.65,366
pfull,Pressure at Model Full-Levels,mon,Amon,423.33,873
limndiat,Nitrogen Limitation of Diatoms,mon,Omon,423.03,7554
hfsso,Surface Downward Sensible Heat Flux,mon,Omon,421.93,2705
ps,Surface Air Pressure,mon,Emon,417.39,30596
intpbfe,Iron Production,mon,Omon,415.57,6042
chldiaz,Mass Concentration of Diazotrophs Expressed as Chlorophyll in Sea Water,yr,Oyr,414.28,3005
hfls,Surface Upward Latent Heat Flux,subhrPt,Esubhr,410.47,20
od550so4,Sulfate Aerosol Optical Depth at 550nm,mon,AERmon,409.91,12386
fsitherm,Water Flux into Sea Water Due to Sea Ice Thermodynamics,mon,Omon,409.42,52976
phos,Surface pH,mon,Omon,407.26,3217
treefrac,Tree Cover Percentage,mon,Lmon,403.20,97497
snowmxrat,Mass Fraction of Snow in Air,mon,Emon,403.15,147
ocontempdiff,Tendency of Sea Water Conservative Temperature Expressed as Heat Content Due to Parameterized Dianeutral Mixing,yr,Oyr,402.24,178
zg100,Geopotential Height at 100hPa,day,AERday,401.47,295
t20d,Depth of 20 degree Celsius Isotherm,mon,Emon,400.12,35494
diftrelo,Ocean Tracer Epineutral Laplacian Diffusivity,yr,Oyr,397.96,648
prra,Rainfall Flux over Land Ice,mon,Omon,397.68,3129
hus,Specific Humidity,day,EdayZ,394.41,6614
intpn2,Nitrogen Fixation Rate in Ocean,mon,Omon,394.05,10439
sfpm25,PM2.5 Mass Mixing Ratio in Lowest Model Layer,1hr,AERhr,393.04,859
ocontemppadvect,Tendency of Sea Water Conservative Temperature Expressed as Heat Content Due to Parameterized Eddy Advection,yr,Oyr,389.18,167
intdoc,Dissolved Organic Carbon Content,mon,Omon,385.07,6849
fgco2nat,Surface Downward Mass Flux of Carbon as Natural CO2 [kgC m-2 s-1],mon,Omon,384.92,2116
intppnitrate,Primary Organic Carbon Production by Phytoplankton Based on Nitrate Uptake Alone,mon,Omon,384.55,4521
rivi,River Inflow,day,Eday,384.22,92
od550bc,Black Carbon Optical Thickness at 550nm,mon,AERmon,382.89,12237
cltcalipso,CALIPSO Total Cloud Cover Percentage,day,CFday,382.22,1545
utendogw,Eastward Acceleration Due to Orographic Gravity Wave Drag,day,EdayZ,380.22,4498
clmcalipso,CALIPSO Mid Level Cloud Cover Percentage,day,CFday,379.98,1636
sfcwindmax,Daily Maximum Near-Surface Wind Speed,mon,Emon,379.12,25647
dpo2,Delta O2 Partial Pressure,mon,Omon,378.88,7400
dissi14cabio,Abiotic Dissolved Inorganic Carbon-14 Concentration,yr,Oyr,376.08,615
phycalc,Mole Concentration of Calcareous Phytoplankton Expressed as Carbon in Sea Water,mon,Omon,375.89,218
ppmisc,Net Primary Organic Carbon Production by Other Phytoplankton,yr,Oyr,370.98,2221
pon,Mole Concentration of Particulate Organic Matter Expressed as Nitrogen in Sea Water,yr,Oyr,369.53,1970
zoocos,Surface Zooplankton Carbon Concentration,mon,Omon,368.39,2384
evspsbl,Evaporation Including Sublimation and Transpiration,day,Eday,368.34,2744
rainmxrat,Mass Fraction of Rain in Air,mon,Emon,367.46,159
sfo3max,Daily Maximum O3 Volume Mixing Ratio in Lowest Model Layer,day,AERday,366.34,3143
ppos,Primary Carbon Production by Phytoplankton,mon,Omon,359.82,4321
ci,Fraction of Time Convection Occurs in Cell,mon,Amon,354.75,5806
wfonocorr,Water Flux into Sea Water Without Flux Correction,mon,Omon,353.41,51006
tnhusscp,Tendency of Specific Humidity Due to Stratiform Clouds and Precipitation,subhrPt,Esubhr,352.15,96
phyfeos,Surface Mole Concentration of Total Phytoplankton Expressed as Iron in Sea Water,mon,Omon,351.47,2450
hcont300,Heat content of upper 300 meters,mon,Emon,349.51,1054
zo2min,Depth of Oxygen Minimum Concentration,mon,Omon,348.18,8225
o2os,Surface Dissolved Oxygen Concentration,mon,Omon,347.14,8075
hfss,Surface Upward Sensible Heat Flux,subhrPt,Esubhr,346.91,19
sifllatstop,Net Latent Heat Flux over Sea Ice,mon,SImon,346.48,4702
nh4os,Surface Dissolved Ammonium Concentration,mon,Omon,344.09,1999
clwvi,Condensed Water Path,3hr,E3hr,343.32,583
prw,Water Vapor Path,subhrPt,Esubhr,343.22,18
tntscp,Tendency of Air Temperature Due to Stratiform Clouds and Precipitation,subhrPt,Esubhr,341.05,90
limfediat,Iron Limitation of Diatoms,mon,Omon,338.76,7271
tasmax,TOA Outgoing Clear-Sky Shortwave Radiation,day,day,338.73,1960
fddtdic,Rate of Change of Net Dissolved Inorganic Carbon,mon,Omon,337.56,4632
friver,Water Flux into Sea Water from Rivers,mon,Omon,337.10,50155
drybc,Dry Deposition Rate of Black Carbon Aerosol Mass,mon,AERmon,336.60,9435
tr,Surface Radiative Temperature,day,Eday,336.52,3152
physios,Surface Mole Concentration of Total Phytoplankton Expressed as Silicon in Sea Water,mon,Omon,335.69,2158
intppmisc,Net Primary Organic Carbon Production by Other Phytoplankton,mon,Omon,335.32,7032
chlcalc,Mass Concentration of Calcareous Phytoplankton Expressed as Chlorophyll in Sea Water,mon,Omon,335.29,194
sitimefrac,Fraction of Time Steps with Sea Ice,mon,SImon,333.31,42930
sidmassth,Sea-Ice Mass Change from Thermodynamics,mon,SImon,327.74,6232
lwp,Liquid Water Path,mon,AERmon,326.21,17138
csoillevels,Carbon Mass in Each Model Soil Level (Summed over All Soil Carbon Pools in That Level),mon,Emon,326.06,439
od550oa,Total Organic Aerosol Optical Depth at 550nm,mon,AERmon,325.22,10161
zmeso,Mole Concentration of Mesozooplankton Expressed as Carbon in Sea Water,yr,Oyr,321.73,3883
cct,Air Pressure at Convective Cloud Top,mon,Amon,321.27,13085
rls,Net Longwave Surface Radiation,day,Eday,321.21,1829
dissocos,Surface Dissolved Organic Carbon Concentration,mon,Omon,319.18,3896
zmicro,Mole Concentration of Microzooplankton Expressed as Carbon in Sea Water,yr,Oyr,317.95,3897
phyp,Mole Concentration of Total Phytoplankton Expressed as Phosphorus in Sea Water,yr,Oyr,317.85,2432
sndmasssnf,Snow Mass Change Through Snow Fall,mon,SImon,317.27,24506
sidmassevapsubl,Sea-Ice Mass Change Through Evaporation and Sublimation,mon,SImon,313.41,20365
fddtdisi,Rate of Change of Net Dissolved Inorganic Silicon,mon,Omon,311.78,3930
arag,Aragonite Concentration,mon,Omon,311.17,287
limirrmisc,Irradiance Limitation of Other Phytoplankton,mon,Omon,311.11,6540
fddtdife,Rate of Change of Net Dissolved Inorganic Iron,mon,Omon,310.12,3901
grassfrac,Natural Grass Area Percentage,mon,Lmon,307.95,67257
loadno3,Load of NO3,day,Eday,307.26,1335
fddtdip,Rate of Change of Net Dissolved Inorganic Phosphorus,mon,Omon,306.74,3915
intppdiaz,Net Primary Mole Productivity of Carbon by Diazotrophs,mon,Omon,306.21,4623
chldiazos,Surface Mass Concentration of Diazotrophs Expressed as Chlorophyll in Sea Water,mon,Omon,306.00,3908
clhcalipso,CALIPSO High Level Cloud Area Percentage,day,CFday,305.10,1565
fddtdin,Rate of Change of Net Dissolved Inorganic Nitrogen,mon,Omon,305.07,3854
clt,Total Cloud Cover Percentage,day,Eday,303.64,1798
ppdiat,Net Primary Organic Carbon Production by Diatoms,yr,Oyr,300.53,732
fddtalk,Rate of Change of Total Alkalinity,mon,Omon,300.28,3927
phymisc,Mole Concentration of Miscellaneous Phytoplankton Expressed as Carbon in Sea Water,yr,Oyr,299.53,3580
cland,Total Carbon in All Terrestrial Carbon Pools,mon,Emon,298.12,36718
snm,Surface Snow Melt,mon,LImon,297.25,105199
toz,Total Column Ozone,mon,AERmon,296.90,10734
chlmiscos,Surface Mass Concentration of Other Phytoplankton Expressed as Chlorophyll in Sea Water,mon,Omon,295.63,6865
thetaot300,Depth Average Potential Temperature of Upper 300m,mon,Emon,293.17,32671
pathetao,Sea Water Additional Potential Temperature,mon,Emon,291.01,203
thetaot700,Depth Average Potential Temperature of Upper 700m,mon,Emon,289.59,29819
limnmisc,Nitrogen Limitation of Other Phytoplankton,mon,Omon,288.94,6499
od550lt1aer,Ambient Fine Aerosol Optical Depth at 550nm,mon,AERmon,288.26,13981
rss,Net Shortwave Surface Radiation,day,Eday,287.48,1853
utendepfd,Tendency of Eastward Wind Due to Eliassen-Palm Flux Divergence,day,EdayZ,286.79,1922
orog,Surface Altitude,mon,Emon,286.48,29338
sidmasssi,Sea-Ice Mass Change Through Snow-to-Ice Conversion,mon,SImon,284.72,15704
maxpblz,Maximum PBL Height,day,AERday,284.32,4377
evspsblpot,Potential Evapotranspiration,mon,Emon,283.62,20680
o2min,Oxygen Minimum Concentration,mon,Omon,282.91,8565
wtem,Transformed Eulerian Mean Upward Wind,day,EdayZ,280.70,3142
sistrxdtop,X-Component of Atmospheric Stress on Sea Ice,mon,SImon,277.39,15688
sivoln,Sea-Ice Volume North,mon,SImon,274.88,15000
mrros,Surface Runoff,day,Eday,274.55,2412
sfdsi,Downward Sea Ice Basal Salt Flux,mon,Omon,273.42,45174
sistrydtop,Y-Component of Atmospheric Stress on Sea Ice,mon,SImon,272.63,15622
phydiatos,Surface Mole Concentration of Diatoms Expressed as Carbon in Sea Water,mon,Omon,272.03,6603
hur,Relative Humidity,monC,Amon,271.87,169
bsios,Surface Mole Concentration of Particulate Organic Matter Expressed as Silicon in Sea Water,mon,Omon,271.31,2819
sidmasstranx,X-Component of Sea-Ice Mass Transport,mon,SImon,270.75,17435
intpbsi,Silicon Production,mon,Omon,270.74,5220
emiss,Total Emission Rate of Sea-Salt Aerosol,mon,AERmon,269.00,9540
epfy,Northward Component of the Eliassen-Palm Flux,day,EdayZ,267.80,2248
thetaot2000,Depth Average Potential Temperature of Upper 2000m,mon,Emon,267.40,29222
cfadlidarsr532,CALIPSO Scattering Ratio CFAD,mon,Emon,267.31,78
emibc,Total Emission Rate of Black Carbon Aerosol Mass,mon,AERmon,266.60,8944
intpppico,Net Primary Mole Productivity of Carbon by Picophytoplankton,mon,Omon,266.00,1664
sidmasstrany,Y-Component of Sea-Ice Mass Transport,mon,SImon,264.80,17192
epp100,Downward Flux of Particulate Phosphorus,mon,Omon,261.06,1973
dryso4,Dry Deposition Rate of SO4,mon,AERmon,258.95,8267
o3ste,Stratospheric Ozone Tracer Volume Mixing Ratio,mon,AERmon,258.94,4549
sossq,Square of Sea Surface Salinity,mon,Omon,255.21,2677
epn100,Downward Flux of Particulate Nitrogen,mon,Omon,254.56,2348
fgco2abio,Surface Downward Mass Flux of Carbon as Abiotic CO2 [kgC m-2 s-1],mon,Omon,254.29,1071
sbl,Surface Snow and Ice Sublimation Flux,mon,LImon,252.91,79286
sbl,Surface Snow and Ice Sublimation Flux,mon,Amon,252.55,62978
wetso4,Wet Deposition Rate of SO4,mon,AERmon,251.20,7516
hfrainds,Temperature Flux Due to Rainfall Expressed as Heat Flux into Sea Water,mon,Omon,250.65,11476
frfe,Iron Loss to Sediments,mon,Omon,250.43,3853
mrfso,Soil Frozen Water Content,mon,Lmon,250.24,78246
fraclut,Percentage of Grid Cell for Each Land-Use Tile,mon,Emon,248.65,24725
limfediaz,Iron Limitation of Diazotrophs,mon,Omon,247.96,3118
co3nat,Natural Carbonate Ion Concentration,mon,Omon,247.81,76
utendwtem,Tendency of Eastward Wind Due to TEM Upward Advection,day,EdayZ,246.59,1566
baresoilfrac,Bare Soil Percentage Area Coverage,mon,Lmon,246.11,45165
intpoc,Particulate Organic Carbon Content,mon,Omon,245.90,6636
intpcalcite,Calcite Production,mon,Omon,245.16,5451
snd,Snow Depth,day,Eday,243.80,4994
chlpico,Mass Concentration of Picophytoplankton Expressed as Chlorophyll in Sea Water,yr,Oyr,243.73,1230
siareas,Sea-Ice Area South,mon,SImon,243.28,15583
utendnogw,Eastward Acceleration Due to Non-Orographic Gravity Wave Drag,day,EdayZ,243.04,2654
ccb,Air Pressure at Convective Cloud Base,mon,Amon,242.40,4538
zsatcalc,Calcite Saturation Depth,mon,Omon,241.61,2875
mrtws,Terrestrial Water Storage,mon,Emon,241.40,10233
sidmassmeltbot,Sea-Ice Mass Change Through Bottom Melting,mon,SImon,241.26,20375
thetaoga,Global Average Sea Water Potential Temperature,mon,Omon,241.14,97339
cropfrac,Percentage Crop Cover,mon,Lmon,239.15,69203
emiso2,Total Emission Rate of SO2,mon,AERmon,239.11,8746
phypico,Mole Concentration of Picophytoplankton Expressed as Carbon in Sea Water,yr,Oyr,238.74,1264
od550ss,Sea-Salt Aerosol Optical Depth at 550nm,mon,AERmon,238.28,9780
drydust,Dry Deposition Rate of Dust,mon,AERmon,238.25,8040
utendvtem,Tendency of Eastward Wind Due to TEM Northward Advection and Coriolis Term,day,EdayZ,235.99,1559
intvaw,Vertically Integrated Northward Moisture Transport,mon,Emon,235.65,4003
dissicnatos,Surface Natural Dissolved Inorganic Carbon Concentration,mon,Omon,235.57,1609
csoilmedium,Carbon Mass in Medium Soil Pool,mon,Lmon,233.18,21562
sndmassmelt,Snow Mass Rate of Change Through Melt,mon,SImon,232.51,21172
rsutaf,TOA Outgoing Aerosol-Free Shortwave Radiation,mon,AERmon,232.23,11578
pr,Precipitation,subhrPt,CFsubhr,231.87,575
frn,Nitrogen Loss to Sediments and Through Denitrification,mon,Omon,231.77,4920
psitem,Transformed Eulerian Mean Mass Streamfunction,day,EdayZ,230.64,1550
somint,Depth Integral of Product of Sea Water Density and Prognostic Salinity,mon,Emon,229.84,2225
csoilfast,Carbon Mass in Fast Soil Pool,mon,Lmon,227.89,21901
siitdsnthick,Snow Thickness in Ice Thickness Categories,mon,SImon,226.62,1388
spco2abio,Abiotic Surface Aqueous Partial Pressure of CO2,mon,Omon,226.27,1017
phydiaz,Mole Concentration of Diazotrophs Expressed as Carbon in Sea Water,yr,Oyr,225.25,1261
sf6,Mole Concentration of SF6 in Sea Water,yr,Oyr,225.05,1617
dryss,Dry Deposition Rate of Sea-Salt Aerosol,mon,AERmon,224.40,6672
csoilpools,Carbon Mass in Each Model Soil Pool (Summed over Vertical Levels),mon,Emon,223.95,3288
co3os,Surface Carbonate Ion Concentration,mon,Omon,223.92,2470
prthetao,Sea Water Redistributed Potential Temperature,mon,Emon,223.92,183
msftmzmpa,Ocean Meridional Overturning Mass Streamfunction Due to Parameterized Mesoscale Advection,mon,Omon,223.31,8486
intuaw,Vertically Integrated Eastward Moisture Transport,mon,Emon,221.13,3967
vtendnogw,Northward Acceleration Due to Non-Orographic Gravity Wave Drag,mon,Emon,219.74,352
cfc12,Mole Concentration of CFC12 in Sea Water,yr,Oyr,219.37,1024
sidmassdyn,Sea-Ice Mass Change from Dynamics,mon,SImon,218.91,6506
intpbn,Nitrogen Production,mon,Omon,218.72,2549
dryso2,Dry Deposition Rate of SO2,mon,AERmon,217.73,7919
wetdust,Wet Deposition Rate of Dust,mon,AERmon,217.73,6771
zsatarag,Aragonite Saturation Depth,mon,Omon,216.59,1484
vsf,Virtual Salt Flux into Sea Water,mon,Omon,216.55,1252
chlpicoos,Surface Mass Concentration of Picophytoplankton Expressed as Chlorophyll in Sea Water,mon,Omon,216.54,1765
rsutcsaf,"TOA Outgoing Clear-Sky, Aerosol-Free Shortwave Radiation",mon,AERmon,214.36,12391
o2sat,Dissolved Oxygen Concentration at Saturation,yr,Oyr,214.13,2026
csoilslow,Carbon Mass in Slow Soil Pool,mon,Lmon,212.91,20547
pop,Mole Concentration of Particulate Organic Matter Expressed as Phosphorus in Sea Water,yr,Oyr,211.85,1883
siflswdtop,Downwelling Shortwave Flux over Sea Ice,mon,SImon,211.78,36445
siextents,Sea-Ice Extent South,mon,SImon,211.18,12264
sisnhc,Snow Heat Content per Unit Area,mon,SImon,211.07,5800
ponos,Surface Mole Concentration of Particulate Organic Matter Expressed as Nitrogen in Sea Water,mon,Omon,209.91,3211
phydiazos,Surface Mole Concentration of Diazotrophs Expressed as Carbon in Sea Water,mon,Omon,209.08,1380
phnat,Natural pH,mon,Omon,208.25,76
ztp,Tropopause Altitude Above Geoid,mon,AERmon,207.71,8550
vtem,Transformed Eulerian Mean Northward Wind,day,EdayZ,207.43,2274
siitdthick,Sea-Ice Thickness in Thickness Categories,mon,SImon,206.92,1167
cfc11,Mole Concentration of CFC11 in Sea Water,yr,Oyr,206.21,776
cproduct,Carbon Mass in Products of Land-Use Change,mon,Lmon,204.20,52821
sidmassmelttop,Sea-Ice Mass Change Through Surface Melting,mon,SImon,203.94,19120
emiso4,Total Direct Emission Rate of SO4,mon,AERmon,203.81,7133
cli,Mass Fraction of Cloud Ice,monC,Amon,203.35,89
dgw,Change in Groundwater,day,Eday,202.87,84
phynos,Surface Mole Concentration of Phytoplankton Nitrogen in Sea Water,mon,Omon,202.78,1867
rzwc,Root Zone Soil Moisture,day,Eday,202.06,3951
limirrpico,Irradiance Limitation of Picophytoplankton,mon,Omon,201.61,1349
tntrs,Tendency of Air Temperature Due to Shortwave Radiative Heating,mon,Emon,201.23,1146
sistrxubot,X-Component of Ocean Stress on Sea Ice,mon,SImon,200.94,5618
wetss,Wet Deposition Rate of Sea-Salt Aerosol,mon,AERmon,200.06,6393
tsn,Snow Internal Temperature,mon,LImon,199.22,88997
bfeos,Surface Mole Concentration of Particulate Organic Matter Expressed as Iron in Sea Water,mon,Omon,198.88,1297
sidconcth,Sea-Ice Area Percentage Tendency Due to Thermodynamics,mon,SImon,198.63,5547
hfss,Surface Upward Sensible Heat Flux,subhrPt,CFsubhr,198.39,498
minpblz,Minimum PBL Height,day,AERday,198.05,2583
sistryubot,Y-Component of Ocean Stress on Sea Ice,mon,SImon,197.79,5202
wtd,Water Table Depth,mon,Emon,196.51,3118
sihc,Sea-Ice Heat Content per Unit Area,mon,SImon,196.19,15430
clw,Mass Fraction of Cloud Liquid Water,monC,Amon,195.70,93
ares,Aerodynamic Resistance,day,Eday,195.60,544
bldep,Boundary Layer Depth,mon,AERmon,195.55,10529
areacello,Grid-Cell Area for Ocean Variables,fx,Ofx,195.01,67590
fveglitter,Total Carbon Mass Flux from Vegetation to Litter,mon,Lmon,193.65,34751
phypicoos,Surface Mole Concentration of Picophytoplankton Expressed as Carbon in Sea Water,mon,Omon,193.02,1270
dpco2nat,Natural Delta CO2 Partial Pressure ,mon,Omon,192.31,1038
pso,Sea Water Pressure at Sea Water Surface,mon,Omon,191.87,26340
rlutaf,TOA Outgoing Aerosol-Free Longwave Radiation,mon,AERmon,191.79,10963
croot,Carbon Mass in Roots,mon,Lmon,191.47,29964
limirrdiaz,Irradiance Limitation of Diazotrophs,mon,Omon,190.88,1441
jpdftaureliqmodis,"MODIS Optical Thickness-Particle Size Joint Distribution, Liquid",day,Eday,189.39,87
wetbc,Wet Deposition Rate of Black Carbon Aerosol Mass,mon,AERmon,188.70,6192
qgwr,Groundwater Recharge from Soil Layer,day,Eday,188.47,244
ps,Surface Air Pressure,3hr,3hr,186.93,175
loaddust,Load of Dust,mon,Emon,186.47,2630
sidconcdyn,Sea-Ice Area Percentage Tendency Due to Dynamics,mon,SImon,186.16,4596
mrrob,Subsurface Runoff,day,Eday,185.51,1947
hfls,Surface Upward Latent Heat Flux,subhrPt,CFsubhr,183.19,494
siflcondtop,Net Conductive Heat Flux in Ice at the Surface,mon,SImon,182.38,6299
loadso4,Load of SO4,mon,Emon,179.55,2145
limfepico,Iron Limitation of Picophytoplankton,mon,Omon,178.49,1266
osaltpsmadvect,Tendency of Sea Water Salinity Expressed as Salt Content Due to Parameterized Submesoscale Advection,yr,Oyr,177.45,506
volo,Sea Water Volume,mon,Omon,177.38,78649
fgco2,Surface Downward Mass Flux of Carbon as CO2 [kgC m-2 s-1],yr,Oyr,176.70,19041
cleaf,Carbon Mass in Leaves,mon,Lmon,176.69,25970
intvadse,Vertically Integrated Northward Dry Static Energy Transport,mon,Emon,175.37,3517
fluc,Net Carbon Mass Flux into Atmosphere Due to Land-Use Change [kgC m-2 s-1],mon,Emon,174.96,50733
epfz,Upward Component of the Eliassen-Palm Flux,day,EdayZ,173.50,1753
hfdsl,Downward Heat Flux at Land Surface,day,Eday,173.07,1561
prveg,Precipitation onto Canopy,mon,Lmon,172.70,16207
phypos,Surface Mole Concentration of Total Phytoplankton Expressed as Phosphorus in Sea Water,mon,Omon,172.34,1138
loadss,Load of Sea-Salt Aerosol,mon,Emon,171.63,2405
rlut,TOA Outgoing Longwave Radiation,subhrPt,CFsubhr,170.07,413
limnpico,Nitrogen Limitation of Picophytoplankton,mon,Omon,169.55,1207
wetso2,Wet Deposition Rate of SO2,mon,AERmon,169.40,6801
rlutcsaf,"TOA Outgoing Clear-Sky, Aerosol-Free Longwave Radiation",mon,AERmon,168.17,10573
prsnc,Convective Snowfall Flux,day,Eday,166.84,11
vsfevap,Virtual Salt Flux into Sea Water Due to Evaporation,mon,Omon,166.41,836
volcello,Ocean Grid-Cell Volume,fx,Ofx,165.81,17761
tsland,Land Surface Temperature,day,Eday,165.25,1723
vegfrac,Total Vegetated Percentage Cover,mon,Emon,164.83,35498
o3,Mole Fraction of O3,monC,Amon,164.33,345
opottemppsmadvect,Tendency of Sea Water Potential Temperature Expressed as Heat Content Due to Parameterized Submesoscale Advection,yr,Oyr,164.13,473
phnatos,Surface Natural pH,mon,Omon,163.97,1072
limfemisc,Iron Limitation of Other Phytoplankton,mon,Omon,163.78,6555
emidms,Total Emission Rate of DMS,mon,AERmon,163.76,7035
opottempmint,Integral with Respect to Depth of Product of Sea Water Density and Potential Temperature,mon,Emon,163.70,2414
od870aer,Ambient Aerosol Optical Depth at 870nm,mon,AERmon,163.13,8130
siage,Age of Sea Ice,mon,SImon,162.42,22121
clmisr,Percentage Cloud Cover as Calculated by the MISR Simulator (Including Error Flag),mon,Emon,160.77,102
uwap,Product of Eastward Wind and Omega,mon,Emon,160.69,61
sidmassgrowthwat,Sea-Ice Mass Change Through Growth in Supercooled Open Water (Frazil),mon,SImon,159.47,15072
intuadse,Vertically Integrated Eastward Dry Statice Energy Transport,mon,Emon,158.39,3485
reffclwtop,Cloud-Top Effective Droplet Radius,mon,AERmon,158.05,3225
co3satcalcos,Surface Mole Concentration of Carbonate Ion in Equilibrium with Pure Calcite in Sea Water,mon,Omon,157.75,1379
sidmassgrowthbot,Sea-Ice Mass Change Through Basal Growth,mon,SImon,157.54,15060
rsut,TOA Outgoing Shortwave Radiation,subhrPt,CFsubhr,155.87,437
cltisccp,ISCCP Total Cloud Cover Percentage,mon,CFmon,155.39,4780
vas,Northward Near-Surface Wind,subhrPt,CFsubhr,155.22,348
vsfpr,Virtual Salt Flux into Sea Water Due to Rainfall,mon,Omon,154.35,810
rsdt,TOA Incident Shortwave Radiation,subhrPt,CFsubhr,153.90,429
evspsbl,Evaporation Including Sublimation and Transpiration,subhrPt,CFsubhr,153.77,358
