variable_code,variable_long_name,time_frequency,mip_table,total_size_GB,number_of_downloads
co3nat,,mon,Omon,74.73,21
rluslut,Surface Upwelling Longwave on Land-Use Tile,mon,Emon,74.63,1434
siflswdbot,Downwelling Shortwave Flux Under Sea Ice,mon,SImon,74.63,1561
nppgrass,Net Primary Production on Grass Tiles as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,74.47,5411
co3,,yr,Oyr,74.38,520
ra,,mon,Lmon,74.37,17062
fngas,"Total Nitrogen Lost to the Atmosphere (Sum of NHx, NOx, N2O, N2)",mon,Emon,74.31,17447
ocontemptend,,mon,Emon,74.30,66
ocontempdiff,,mon,Emon,74.27,64
rsdscs,Surface Downwelling Clear-Sky Shortwave Radiation,subhrPt,CFsubhr,73.51,339
treefracndlevg,Needleleaf Evergreen Tree Area Percentage,mon,Emon,73.42,25693
rss,,day,day,73.04,4174
rmaint,Carbon Mass Flux into Atmosphere Due to Maintenance Autotrophic Respiration on Land [kgC m-2 s-1],mon,Lmon,72.75,9763
tgs,Temperature of Bare Soil,day,Eday,72.74,68
taslut,Near-Surface Air Temperature on Land Use Tile,mon,Emon,72.33,1882
rsdt,TOA Incident Shortwave Radiation,6hrPt,6hrPlevPt,72.26,174
difvmto,Ocean Vertical Momentum Diffusivity Due to Tides,monC,Oclim,72.25,496
rsut4co2,TOA Outgoing Shortwave Radiation in 4XCO2 Atmosphere,mon,CFmon,72.09,2958
siage,,mon,SImon,71.95,7094
tsn,Snow Internal Temperature,day,Eday,71.81,1763
intpbp,Phosphorus Production,mon,Omon,71.56,1917
npptree,Net Primary Production on Tree Tiles as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,71.46,4680
ts,Surface Temperature,6hr,6hrPlevPt,71.36,592
volcello,Ocean Grid-Cell Volume,yr,Oyr,71.24,1496
snc,,mon,LImon,71.05,25541
eminox,Total Emission Rate of NOx,mon,AERmon,71.04,4186
rgrowth,Total Autotrophic Respiration on Land as Carbon Mass Flux [kgC m-2 s-1],mon,Lmon,70.34,9776
va,Northward Wind,,Amon,70.15,666
mmrnh4,,mon,AERmon,70.14,599
dmsos,,mon,Omon,70.04,1273
tau,Momentum Flux,day,Eday,69.98,714
fproductdecomp,Decomposition out of Product Pools to CO2 in Atmosphere as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,69.75,11540
ffireall,Carbon Mass Flux into Atmosphere Due to CO2 Emission from Fire Including All Sources [kgC m-2 s-1],mon,Emon,69.75,2441
nlitter,Nitrogen Mass in Litter Pool,mon,Emon,69.63,14951
nveg,Nitrogen Mass in Vegetation,mon,Emon,69.61,14715
n2o,,mon,Amon,69.13,131
snd,,mon,LImon,68.88,18361
clitterabove,Carbon Mass in Above-Ground Litter,mon,Lmon,68.87,13159
mlotstmin,,mon,Omon,68.83,1401
rlut4co2,TOA Outgoing Longwave Radiation 4XCO2 Atmosphere,mon,CFmon,68.83,2816
sfcwind,Near-Surface Wind Speed,subhrPt,CFsubhr,68.65,294
fbnf,Biological Nitrogen Fixation,mon,Emon,68.50,15276
vo,Sea Water Y Velocity,dec,Odec,68.29,349
evspsblveg,,mon,Lmon,68.16,10418
nep,Net Carbon Mass Flux out of Atmosphere due to Net Ecosystem Productivity on Land [kgC m-2 s-1],,Emon,68.00,14709
rsuscs,Surface Upwelling Clear-Sky Shortwave Radiation,subhrPt,CFsubhr,67.62,301
hfls,Surface Upward Latent Heat Flux,mon,ImonAnt,67.36,3977
prra,,mon,Omon,67.35,658
husslut,Near-Surface Specific Humidity on Land-Use Tile,mon,Emon,67.08,1410
sisnmass,,mon,SImon,66.98,3662
uqint,Eastward Humidity Transport,mon,Emon,66.97,2161
dpco2,,mon,Omon,66.80,758
t2,,mon,Emon,66.70,42
sidmassmeltbot,,mon,SImon,66.34,3290
snc,,day,day,66.21,2062
ttop,Air Temperature at Cloud Top,mon,AERmon,65.92,1565
wetlandfrac,Wetland Percentage Cover,mon,Emon,65.83,4689
orog,Surface Altitude,mon,ImonGre,65.82,404
mrsll,,mon,Emon,65.81,4607
vqint,Northward Humidity Transport,mon,Emon,65.58,1850
zmicroos,Surface Mole Concentration of Microzooplankton Expressed as Carbon in Sea Water,mon,Omon,65.46,5260
lwp,,mon,AERmon,65.21,8077
fdeforesttoproduct,Deforested Biomass That Goes into Product Pool as a Result of Anthropogenic Land-Use Change,mon,Emon,65.15,16875
snw,,mon,LImon,65.10,21262
tnhusa,,subhrPt,CFsubhr,65.00,214
sfno2,,1hr,AERhr,64.85,25
intvaw,,mon,Emon,64.77,1704
rlut,TOA Outgoing Longwave Radiation,3hrPt,CF3hr,64.75,67
siitdsnconc,,mon,SImon,64.58,472
sob,,mon,Omon,64.46,1366
co3satcalc,,yr,Oyr,64.26,634
prsn,Snowfall Flux,subhrPt,CFsubhr,64.25,325
zmesoos,Surface Mole Concentration of Mesozooplankton Expressed as Carbon in Sea Water,mon,Omon,63.56,5259
phyc,,yr,Oyr,63.45,204
phos,,mon,Omon,63.43,655
phymiscos,Surface Mole Concentration of Miscellaneous Phytoplankton Expressed as Carbon in Sea Water,mon,Omon,63.39,5586
tslsilut,Surface Temperature on Landuse Tile,mon,Emon,63.24,1509
mrsoslut,Moisture in Upper Portion of Soil Column of Land-Use Tile,mon,Emon,63.14,3330
n2o,,mon,AERmon,63.10,93
clitter,,mon,Lmon,62.97,16033
cropfracc4,Percentage Cover by C4 Crops,mon,Emon,62.90,26450
treefracbdlevg,Broadleaf Evergreen Tree Area Percentage,mon,Emon,62.44,25378
siflsenstop,Net Upward Sensible Heat Flux over Sea Ice,mon,SImon,62.34,3931
uo,Sea Water X Velocity,dec,Odec,62.27,331
rss,Net Shortwave Surface Radiation,,Emon,61.86,27376
rss,,day,Eday,61.65,47
emico,Total Emission Rate of CO,mon,AERmon,61.64,3666
tsns,Snow Surface Temperature,day,Eday,61.62,1079
ratree,Autotrophic Respiration on Tree Tiles as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,61.44,3994
csoilabove1m,Carbon Mass in Soil Pool Above 1m Depth,mon,Emon,61.19,2536
xgwdparam,Eastward Gravity Wave Drag,mon,Emon,61.15,23
bldep,,mon,AERmon,61.13,2961
wap2,Mean-Squared Vertical Velocity (Omega),,Emon,61.06,11
va,Northward Wind,mon,AERmonZ,60.98,14093
hursmin,Daily Minimum Near-Surface Relative Humidity,mon,Amon,60.94,11980
ua100m,,6hr,6hrPlev,60.93,107
vo,Sea Water Y Velocity,,Omon,60.72,23
ragrass,Autotrophic Respiration on Grass Tiles as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,60.53,3846
prc,Convective Precipitation,subhrPt,CFsubhr,60.32,336
rsu,,mon,CFmon,60.31,115
reffclis,Hydrometeor Effective Radius of Stratiform Cloud Ice,,Emon,60.29,21
bldep,Boundary Layer Depth,6hr,6hrPlev,60.01,37
cother,"Carbon Mass in Vegetation Components Other than Leaves, Stems and Roots",mon,Emon,59.78,5926
tnhus,,mon,CFmon,59.75,88
sisnconc,,mon,SImon,59.62,618
siforcetiltx,Sea-Surface Tilt Term in Force Balance (X-Component),mon,SImon,59.40,1908
hfsbl,Energy of Sublimation,day,Eday,59.27,740
t20d,,day,Eday,59.07,39064
somint,Depth Integral of Product of Sea Water Density and Prognostic Salinity,yr,Oyr,58.79,4010
siforceintstrx,Internal Stress Term in Force Balance (X-Component),mon,SImon,58.68,1927
siarean,,mon,SImon,58.48,4036
rsdscsdiff,Surface Diffuse Downwelling Clear Sky Shortwave Radiation,mon,Emon,58.29,644
siforcecoriolx,Coriolis Force Term in Force Balance (X-Component),mon,SImon,58.21,1986
wetlandch4,Grid Averaged Methane Emissions from Wetlands,mon,Emon,58.13,2125
phnat,,yr,Oyr,58.00,531
vtendnogw,Northward Acceleration Due to Non-Orographic Gravity Wave Drag,,Emon,57.77,51
opottemptend,,mon,Emon,57.55,17
opottemppmdiff,,mon,Emon,57.53,11
va100m,Northward Wind at 100m,6hr,6hrPlev,57.36,100
hfsifrazil,Heat Flux into Sea Water Due to Frazil Ice Formation,mon,Omon,57.15,1551
ocontemprmadvect,,mon,Emon,57.07,49
ua100m,Eastward Wind at 100m,6hr,6hrPlev,56.95,104
cct,Air Pressure at Convective Cloud Top,subhrPt,CFsubhr,56.67,253
opottemprmadvect,,mon,Emon,56.64,10
siforceintstry,Internal Stress Term in Force Balance (Y-Component),mon,SImon,56.61,1891
opottemprmadvect,,yr,Oyr,56.58,72
opottemppmdiff,,yr,Oyr,56.43,60
wap,Omega (=dp/dt),,6hrPlev,56.28,6
loadoa,,day,Eday,56.23,109
opottemppadvect,,yr,Oyr,56.16,61
gpptree,Gross Primary Production on Tree Tiles as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,56.10,4117
siforcecorioly,Coriolis Force Term in Force Balance (Y-Component),mon,SImon,55.96,1900
opottemptend,,yr,Oyr,55.88,61
osaltpsmadvect,,yr,Oyr,55.66,132
opottempdiff,,yr,Oyr,55.62,62
siforcetilty,Sea-Surface Tilt Term in Force Balance (Y-Component),mon,SImon,55.57,1924
opottempmint,Integral with Respect to Depth of Product of Sea Water Density and Potential Temperature,yr,Oyr,55.52,4007
fgo2,,mon,Omon,55.50,4902
sistrydtop,,mon,SImon,55.41,1265
aerasymbnd,Aerosol Level Asymmetry Parameter for Each Band,3hrPt,E3hrPt,55.38,25
rlutcs4co2,TOA Outgoing Clear-Sky Longwave Radiation 4XCO2 Atmosphere,mon,CFmon,55.14,2628
npproot,Net Primary Production Allocated to Roots as Carbon Mass Flux [kgC m-2 s-1],mon,Lmon,54.99,3564
opottempdiff,,mon,Emon,54.94,10
gppgrass,Gross Primary Production on Grass Tiles as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,54.92,4032
reffclwc,Convective Cloud Liquid Droplet Effective Radius,mon,Emon,54.89,59
emivoc,Total Emission Rate of NMVOC,mon,AERmon,54.83,4403
ygwdparam,Northward Gravity Wave Drag,mon,Emon,54.70,22
co3nat,Natural Carbonate Ion Concentration,yr,Oyr,54.70,216
rsutcs4co2,TOA Outgoing Clear-Sky Shortwave Radiation 4XCO2 Atmosphere,mon,CFmon,54.54,2585
pan,,mon,AERmon,54.52,200
nleaf,Nitrogen Mass in Leaves,mon,Emon,54.46,8247
rldscs,Surface Downwelling Clear-Sky Longwave Radiation,subhrPt,CFsubhr,54.42,283
sidmassth,,mon,SImon,54.42,777
ocontemppsmadvect,,yr,Oyr,54.41,208
nppleaf,Net Primary Production Allocated to Leaves as Carbon Mass Flux [kgC m-2 s-1],mon,Lmon,54.22,3608
fnleach,"Total Nitrogen Loss to Leaching or Runoff (Sum of Ammonium, Nitrite and Nitrate)",mon,Emon,54.09,13001
sitempbot,,mon,SImon,54.05,1053
hcont300,,mon,Emon,53.97,108
rls,Net Longwave Surface Radiation,,Emon,53.78,29095
ts,Surface Temperature,mon,ImonAnt,53.76,9722
sfdsi,,mon,SImon,53.41,1489
tdps,,mon,Emon,53.28,3547
siareas,,mon,SImon,53.11,2979
expcalc,,yr,Oyr,52.93,132
hfss,Surface Upward Sensible Heat Flux,mon,ImonAnt,52.93,3569
calcos,Surface Calcite Concentration,mon,Omon,52.89,1532
reffclic,Hydrometeor Effective Radius of Convective Cloud Ice,mon,Emon,52.75,57
hfcorr,Heat Flux Correction,mon,Omon,52.74,5246
rivo,,day,Eday,52.69,256
fgco2nat,Surface Downward Mass Flux of Carbon as Natural CO2 [kgC m-2 s-1],yr,Oyr,52.68,13841
albc,Canopy Albedo,day,Eday,52.63,149
co3satarag,,yr,Oyr,52.33,526
hfls,Surface Upward Latent Heat Flux,3hrPt,CF3hr,52.25,30
flulccatmlut,Carbon Transferred Directly to Atmosphere Due to any Land-Use or Land-Cover Change Activities [kgC m-2 s-1],mon,Emon,52.17,3443
zg,Geopotential Height,mon,AERmonZ,51.96,20674
dtesn,Change in Snow and Ice Cold Content,day,Eday,51.94,69
hus850,,day,Eday,51.86,1027
ts,Surface Temperature,mon,ImonGre,51.76,5831
mrtws,Terrestrial Water Storage,,Emon,51.62,2724
cfc12,,yr,Oyr,51.37,846
dryo3,Dry Deposition Rate of O3,mon,AERmon,51.36,3835
epcalc100,,mon,Omon,51.25,4764
aerssabnd,Aerosol Level Single Scattering Albedo for Each Band,3hrPt,E3hrPt,51.23,30
bfe,,mon,Omon,51.11,30
deptho,Sea Floor Depth Below Geoid,fx,Ofx,51.10,18599
siflswdtop,,mon,SImon,51.02,5738
dsn,Change in Snow Water Equivalent,day,Eday,51.02,139
clwvi,,day,CFday,50.95,60
nppwood,Net Primary Production Allocated to Wood as Carbon Mass Flux [kgC m-2 s-1],mon,Lmon,50.50,3440
tropoz,Tropospheric Ozone Column,mon,AERmon,50.40,4837
phnat,Natural pH,yr,Oyr,50.37,242
prc,,1hr,E1hr,50.36,39
wo,Sea Water Vertical Velocity,,Omon,50.05,7852
va100m,,6hr,6hrPlev,49.90,87
od550dust,,mon,AERmon,49.88,2052
necblut,Net Carbon Mass Flux into Land-Use Tile [kgC m-2 s-1],mon,Emon,49.82,3086
croot,,mon,Lmon,49.52,4227
ccb,Air Pressure at Convective Cloud Base,subhrPt,CFsubhr,49.20,253
loadso4,,day,Eday,49.10,122
rldcs,,mon,CFmon,49.06,99
siconca,,day,SIday,48.70,1671
reffcclwtop,Cloud-Top Effective Droplet Radius in Convective Cloud,day,Eday,48.49,46
loaddust,,day,Eday,48.37,109
o2os,,mon,Omon,48.24,1505
zoocos,,mon,Omon,48.17,1000
siextentn,,mon,SImon,47.92,2802
ts,Surface Temperature,monC,Amon,47.79,821
cland,Total Carbon in All Terrestrial Carbon Pools,,Emon,47.68,12559
vegheight,Height of the Vegetation Canopy,mon,Emon,47.67,1852
flulccresiduelut,Carbon Transferred to Soil or Litter Pools Due to Land-Use or Land-Cover Change Processes on Tile,mon,Emon,47.67,2961
esn,Snow Evaporation,day,Eday,47.32,722
so,Sea Water Salinity,dec,Odec,47.14,365
mlotstsq,,mon,Omon,46.49,502
hfevapds,,mon,Omon,46.48,685
tas,Near-Surface Air Temperature,mon,ImonAnt,45.93,9619
pr,Precipitation,3hrPt,CF3hr,45.61,77
tas,,1hr,AERhr,45.57,26
nep,,mon,Emon,45.52,14573
siextents,,mon,SImon,45.36,2371
csoillevels,,mon,Emon,45.22,166
cheaqpso4,,mon,AERmon,45.09,219
tas,Near-Surface Air Temperature,mon,ImonGre,44.72,8777
wo,Sea Water Vertical Velocity,dec,Odec,44.52,220
hfls,Surface Upward Latent Heat Flux,mon,ImonGre,44.43,2568
sf6,,yr,Oyr,44.38,833
clittercwd,Carbon Mass in Coarse Woody Debris,mon,Emon,44.16,4539
fco2antt,Carbon Mass Flux into Atmosphere Due to All Anthropogenic Emissions of CO2 [kgC m-2 s-1],mon,Amon,44.11,50720
od550bc,,mon,AERmon,44.07,2868
zg,,day,EdayZ,44.04,2244
fclandtoocean,Lateral Transfer of Carbon out of Grid Cell That Eventually Goes into Ocean,mon,Emon,43.99,8753
thetaoga,Global Average Sea Water Potential Temperature,dec,Odec,43.95,553
mmraerh2o,,mon,AERmon,43.93,203
hfrainds,,mon,Omon,43.75,345
fnlittersoil,Total Nitrogen Mass Flux from Litter to Soil,mon,Emon,43.49,6416
cfc11,,yr,Oyr,43.25,830
mrtws,,day,Eday,43.25,234
clivi,,day,CFday,43.24,70
simpconc,Percentage Cover of Sea Ice by Meltpond,mon,SImon,43.13,1571
sftgif,Land Ice Area Percentage,mon,LImon,42.76,3880
nppother,Net Primary Production Allocated to Other Pools (not Leaves Stem or Roots) as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,42.67,2120
bfe,,yr,Oyr,42.67,79
phyn,,yr,Oyr,42.67,73
thkcello,Ocean Model Cell Thickness,fx,Ofx,42.49,16412
zfullo,,mon,Omon,42.46,24
phypico,,mon,Omon,42.40,23
nudgincsm,Nudging Increment of Water in Soil Moisture,day,Eday,42.27,42
zg1000,,day,AERday,42.22,83
fngasnonfire,"Total Nitrogen Lost to the Atmosphere (Including NHx, NOx, N2O, N2) from All Processes Except Fire",mon,Emon,42.10,3208
siflfwdrain,,mon,SImon,41.97,751
hfss,Surface Upward Sensible Heat Flux,mon,ImonGre,41.90,3635
nppstem,Net Primary Production Allocated to Stem as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,41.76,2202
difmxylo,,yr,Oyr,41.71,47
hcont300,Heat content of upper 300 meters,,Emon,41.57,157
tcs,Vegetation Canopy Temperature,day,Eday,41.53,207
rhgrass,Heterotrophic Respiration on Grass Tiles as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,41.51,3090
sidivvel,Divergence of the Sea-Ice Velocity Field,monPt,SImon,41.46,10363
clittersurf,Carbon Mass in Above-Ground Litter,mon,Emon,41.45,5370
snwc, snow water equivalent intercepted by the vegetation,day,Eday,41.31,15239
hfbasin,Northward Ocean Heat Transport,mon,Omon,41.29,189157
t20d,Depth of 20 degree Celsius Isotherm,,Emon,41.22,3195
nstem,Nitrogen Mass in Stem,mon,Emon,40.71,5089
treefracndldcd,Needleleaf Deciduous Tree Area Percentage,mon,Emon,40.67,25522
nroot,Nitrogen Mass in Roots,mon,Emon,40.63,5066
cod,,day,AERday,40.60,35
lwsnl,Liquid Water Content of Snow Layer,day,Eday,40.37,1447
clittersubsurf,Carbon Mass in Below-Ground Litter,mon,Emon,40.35,5370
phalf,,mon,AERmon,40.06,195
friver,,mon,Omon,40.06,2074
aragos,Surface Aragonite Concentration,mon,Omon,40.04,2511
drynh4,Dry Deposition Rate of NH4,mon,AERmon,40.03,3313
intdic,,mon,Omon,39.52,467
uwap,Product of Eastward Wind and Omega,,Emon,39.45,7
siflswutop,,mon,SImon,39.36,1362
fvegfire,Carbon Mass Flux from Vegetation into Atmosphere Due to CO2 Emission from All Fire [kgC m-2 s-1],mon,Emon,39.35,1742
rlds,Surface Downwelling Longwave Radiation,mon,ImonAnt,39.03,4254
rhtree,Heterotrophic Respiration on Tree Tiles as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,38.92,3140
tnhusscpbl,,mon,CFmon,38.91,53
ctotfirelut,"Total Carbon Loss from Natural and Managed Fire on Land-Use Tile, Including Deforestation Fires [kgC m-2 s-1]",mon,Emon,38.91,2714
hno3,,mon,AERmon,38.71,271
msftyrho,Ocean Y Overturning Mass Streamfunction,mon,Omon,38.71,194
clittergrass,Carbon Mass in Litter on Grass Tiles,mon,Emon,38.67,3245
wfonocorr,,mon,Omon,38.61,1352
wetnh4,Wet Deposition Rate of NH4,mon,AERmon,38.48,3319
sifllwutop,,mon,SImon,38.36,1801
od550no3,Nitrate Aerosol Optical Depth at 550nm,mon,AERmon,38.32,4781
rlds,Surface Downwelling Longwave Radiation,mon,ImonGre,38.10,3820
ccldncl,Cloud Droplet Number Concentration of Convective Cloud Tops,day,Eday,37.83,40
ta700,,day,CFday,37.82,123
eparag100,Downward Flux of Aragonite,mon,Omon,37.80,468
maxpblz,,day,AERday,37.65,28
masscello,Ocean Grid-Cell Mass per Area,fx,Ofx,37.61,5205
sifllwdtop,,mon,SImon,37.41,1582
thetaoga,,mon,Omon,37.19,9143
drynh3,Dry Deposition Rate of NH3,mon,AERmon,36.85,3183
rlut,TOA Outgoing Longwave Radiation,monC,Amon,36.70,414
rsdoabsorb,,yr,Oyr,36.56,59
hur,Relative Humidity,,Amon,36.44,77
reffsclwtop,,day,Eday,36.34,83
sidmassdyn,,mon,SImon,36.28,1181
sfcwind,Near-Surface Wind Speed,6hr,6hrPlevPt,36.25,790
et,,day,Eday,36.18,53
agesno,Mean Age of Snow,mon,LImon,36.14,2826
rlus,Surface Upwelling Longwave Radiation,mon,ImonAnt,36.05,7670
sidmassmelttop,,mon,SImon,36.04,3401
co3nat,,yr,Oyr,36.04,110
drynoy,Dry Deposition Rate of NOy,mon,AERmon,36.03,3201
fproductdecomplut,Net Carbon Mass Flux from Wood and Agricultural Product Pools on Land Use Tile into Atmosphere [kgC m-2 s-1],mon,Emon,36.00,2491
nproduct,Nitrogen Mass in Products of Land-Use Change,mon,Emon,35.96,14082
rsut,TOA Outgoing Shortwave Radiation,monC,Amon,35.96,400
rsdsis,Ice Sheet Surface Downwelling Shortwave Radiation,mon,LImon,35.87,722
chepsoa,Chemical Production of Dry Aerosol Secondary Organic Matter,mon,AERmon,35.84,3440
fndep,Dry and Wet Deposition of Reactive Nitrogen onto Land,,Emon,35.82,6909
zossq,,mon,Omon,35.80,2997
pp,,yr,Oyr,35.79,323
bacc,,mon,Omon,35.71,18
calc,,yr,Oyr,35.58,157
wetnoy,Wet Deposition Rate of NOy Including Aerosol Nitrate,mon,AERmon,35.48,3249
mmrno3,NO3 Aerosol Mass Mixing Ratio,mon,Emon,35.25,142
toz,,mon,AERmon,35.25,1793
sistremax,Maximum Shear Stress in Sea Ice,monPt,SImon,35.22,776
lossco,,mon,AERmon,35.06,213
clittertree,Carbon Mass in Litter on Tree Tiles,mon,Emon,34.98,3278
fnproduct,Deforested or Harvested Biomass as a Result of Anthropogenic Land-Use or Change,mon,Emon,34.78,11256
flulccproductlut,Carbon Harvested Due to Land-Use or Land-Cover Change Process That Enters Anthropogenic Product Pools on Tile,mon,Emon,34.65,2423
rsdcs,,mon,CFmon,34.62,133
hfy,,mon,Omon,34.61,420
wap,,subhrPt,CFsubhr,34.44,201
hfmlt,Energy of Fusion,day,Eday,34.11,1090
csoilgrass,Carbon Mass in Soil on Grass Tiles,mon,Emon,34.03,3144
rlus,Surface Upwelling Longwave Radiation,mon,ImonGre,33.75,5048
zfull,Altitude of Model Full-Levels,fx,fx,33.56,4530
raroot,Total Respiration from Roots as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,33.38,930
hfx,,mon,Omon,33.36,403
grassfrac,,mon,Lmon,33.26,26667
intdoc,,mon,Omon,33.26,662
eminh3,Total Emission Rate of NH3,mon,AERmon,33.12,3268
sidragtop,Atmospheric Drag Coefficient,mon,SImon,33.05,1332
ch3coch3,,mon,AERmon,32.96,198
msftmzsmpa,Ocean Meridional Overturning Mass Streamfunction Due to Parameterized Submesoscale Advection,mon,Omon,32.92,1226
dissoc,,yr,Oyr,32.89,166
ffirenat,Carbon Mass Flux into Atmosphere Due to CO2 Emission from Natural Fire [kgC m-2 s-1],mon,Emon,32.75,7948
pfull,,subhrPt,CFsubhr,32.64,9
clcalipso,CALIPSO Percentage Cloud Cover,3hrPt,E3hrPt,32.60,130
diftrblo,,yr,Oyr,32.59,54
psl,Sea Level Pressure,monC,Amon,32.56,880
siflsenstop,,mon,SImon,32.47,1290
clic,,mon,CFmon,32.44,92
tntscpbl,,subhrPt,CFsubhr,32.36,236
phycos,,mon,Omon,32.35,393
evspsblpot,,mon,Emon,32.34,4776
sirdgthick,Ridged Ice Thickness,mon,SImon,32.19,1565
prhmax,Maximum Hourly Precipitation Rate,mon,Emon,32.13,28246
hfdsnb,Downward Heat Flux at Snow Base,day,Eday,32.04,31
emibvoc,Total Emission Rate of Biogenic NMVOC,mon,AERmon,31.87,7139
bsi,,yr,Oyr,31.86,146
fgco2abio,Surface Downward Mass Flux of Carbon as Abiotic CO2 [kgC m-2 s-1],yr,Oyr,31.77,1461
rls,,day,day,31.75,51
wetnh3,Wet Deposition Rate of NH3,mon,AERmon,31.73,3228
siflswdbot,,mon,SImon,31.73,560
sidmassgrowthbot,,mon,SImon,31.63,3111
va,,subhrPt,CFsubhr,31.54,209
dsw,Change in Surface Water Storage,day,Eday,31.53,109
sidmassgrowthwat,,mon,SImon,31.51,3105
fharvesttoproduct,Harvested Biomass That Goes into Product Pool,mon,Emon,31.43,7213
nppshrub,Net Primary Production on Shrub Tiles as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,31.32,3089
phyp,,mon,Omon,31.30,7
vegfrac,Total Vegetated Percentage Cover,,Emon,31.23,7277
wfcorr,Water Flux Correction,mon,Omon,31.15,6021
co23d,,mon,Emon,31.15,35
cvegshrub,Carbon Mass in Vegetation on Shrub Tiles,mon,Emon,31.09,2720
sivoln,,mon,SImon,31.05,2389
c3h8,,mon,AERmon,31.03,191
talkos,,mon,Omon,31.02,912
minpblz,,day,AERday,31.01,30
basin,Region Selection Index,fx,Ofx,30.99,14751
dissicabio,,mon,Omon,30.84,46
rsus,Surface Upwelling Shortwave Radiation,mon,ImonGre,30.78,4410
phydiaz,,mon,Omon,30.76,16
rsus,Surface Upwelling Shortwave Radiation,mon,ImonAnt,30.72,4039
csoiltree,Carbon Mass in Soil on Tree Tiles,mon,Emon,30.69,3259
mrsfl,,mon,Emon,30.64,395
uas,Eastward Near-Surface Wind,monC,Amon,30.58,446
difmxybo,Ocean Momentum XY Biharmonic Diffusivity,yr,Oyr,30.57,10
tossq,,mon,Omon,30.42,884
hur,,subhrPt,CFsubhr,30.38,196
sistryubot,,mon,SImon,30.10,241
cltisccp,,mon,CFmon,30.01,2383
ta,,day,EdayZ,29.97,1306
rsdt,TOA Incident Shortwave Radiation,monC,Amon,29.91,442
vas,Northward Near-Surface Wind,monC,Amon,29.86,254
clc,,mon,CFmon,29.85,106
opottemppsmadvect,Tendency of Sea Water Potential Temperature Expressed as Heat Content Due to Parameterized Submesoscale Advection,,Emon,29.82,11
loadss,,day,Eday,29.74,111
sndmasssnf,,mon,SImon,29.63,627
rsds,Surface Downwelling Shortwave Radiation,monC,Amon,29.58,1249
nlittercwd,Nitrogen Mass in Coarse Woody Debris,mon,Emon,29.51,4193
agesno,Mean Age of Snow,day,Eday,29.49,48
ps,Surface Air Pressure,mon,CFmon,29.39,2547
hcho,,mon,AERmon,29.39,245
sootsn,Snow Soot Content,mon,LImon,29.37,1538
clmisr,Percentage Cloud Cover as Calculated by the MISR Simulator (Including Error Flag),3hrPt,E3hrPt,29.20,71
pso,,mon,Omon,29.14,2938
baresoilfrac,,mon,Lmon,29.11,21307
ua,,mon,AERmonZ,29.07,11860
n2o,Mole Fraction of N2O,monC,Amon,29.04,29
vegheighttree,Height of Trees,mon,Emon,28.93,1036
ps,Surface Air Pressure,monC,Amon,28.91,523
huss,Near-Surface Specific Humidity,monC,Amon,28.75,267
nmineralno3,Mineral Nitrate in the Soil,mon,Emon,28.72,1038
prveg,Precipitation onto Canopy,day,Eday,28.67,24
ygwdparam,Northward Gravity Wave Drag,,Emon,28.65,8
sistresave,Average Normal Stress in Sea Ice,monPt,SImon,28.54,772
pasturefracc3,C3 Pasture Area Percentage,mon,Emon,28.43,22579
od443dust,Optical Thickness at 443nm Dust,mon,Emon,28.42,375
talknat,,yr,Oyr,28.32,517
ficeberg,,mon,Omon,28.14,148
nmineralnh4,Mineral Ammonium in the Soil,mon,Emon,28.13,1049
fraclut,Percentage of Grid Cell for Each Land-Use Tile,,Emon,28.11,3597
od865dust,Dust Optical Depth at 865nm,mon,Emon,28.01,401
hurs,Near-Surface Relative Humidity,monC,Amon,28.00,1356
sipr,,mon,SImon,27.97,227
sidmasssi,,mon,SImon,27.60,3111
sidivvel,,mon,SImon,27.55,574
wetlandch4cons,Grid Averaged Methane Consumption (Methanotrophy) from Wetlands,mon,Emon,27.48,639
fbddtdisi,Rate of Change of Dissolved Inorganic Silicon Due to Biological Activity,mon,Emon,27.42,143
fsitherm,,mon,Omon,27.39,1480
evspsbl,Evaporation Including Sublimation and Transpiration,monC,Amon,27.38,6554
fharvesttoatmos,Harvested Biomass That Goes Straight into Atmosphere as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,27.31,2966
tnhusa,,mon,CFmon,27.15,52
jpdftaureliqmodis,"MODIS Optical Thickness-Particle Size Joint Distribution, Liquid",mon,Emon,26.92,169
vtendogw,Northward Acceleration Due to Orographic Gravity Wave Drag,,Emon,26.88,43
mrtws,,mon,Emon,26.60,5716
tnhusscpbl,,subhrPt,CFsubhr,26.57,216
