variable_code,variable_long_name,time_frequency,mip_table,total_size_GB,number_of_downloads
expn,,yr,Oyr,1.15,4
sftof,,fx,Ofx,1.15,3121
netatmoslandc14flux,Net Mass Flux of 14C Between Atmosphere and Land (Positive into Land) as a Result of All Processes [kgC m-2 s-1],,Emon,1.14,35
prhmax,Maximum Hourly Precipitation Rate,,Emon,1.13,229
expp,,yr,Oyr,1.13,2
fbddtdin,,mon,Omon,1.13,8
tntrl,,mon,EmonZ,1.12,272
diftrblo,Ocean Tracer Diffusivity Due to Parameterized Mesoscale Advection,monC,Oclim,1.11,300
ts,Surface Temperature,,Amon,1.11,31
hfbasinpmadv,,mon,Omon,1.11,5575
diftrelo,Ocean Tracer Epineutral Laplacian Diffusivity,monC,Oclim,1.11,299
cltmodis,MODIS Total Cloud Cover Percentage,,Emon,1.11,56
netatmoslandc13flux,Net Mass Flux of 13C Between Atmosphere and Land (Positive into Land) as a Result of All Processes [kgC m-2 s-1],,Emon,1.10,34
c14land,Mass of 14C in All Terrestrial Carbon Pools,,Emon,1.10,25
ralut,,mon,Emon,1.08,77
pflw,Liquid Water Content of Permafrost Layer,mon,LImon,1.08,9
intppnitrate,,mon,Omon,1.08,13
fbddtdip,,mon,Omon,1.07,4
vegheightshrub,,mon,Emon,1.07,52
lailut,,mon,Emon,1.06,138
pasturefracc3,,mon,Emon,1.06,1210
cly,,mon,AERmonZ,1.06,97
wetnoy,,mon,AERmon,1.05,294
irrlut,"Irrigation Flux Including any Irrigation for Crops, Trees, Pasture, or Urban Lawns",,Emon,1.05,422
fnvegsoil,Total Nitrogen Mass Flux from Vegetation Directly to Soil,,Emon,1.05,45
intpbfe,,mon,Omon,1.05,12
cfc11global,Global Mean Mole Fraction of CFC11,mon,Amon,1.05,3135
cfc12global,Global Mean Mole Fraction of CFC12,mon,Amon,1.04,3076
husslut,,mon,Emon,1.04,18
prra,,day,Eday,1.03,6
dispkexyfo,Ocean Kinetic Energy Dissipation per Unit Area Due to XY Friction,monC,Oclim,1.03,269
chlpico,,yr,Oyr,1.03,7
tntnogw,Temperature Tendency Due to Non-Orographic Gravity Wave Dissipation,,EmonZ,1.02,72
tasmincrop,,mon,Emon,1.01,314
drynh4,,mon,AERmon,1.01,274
phypos,,mon,Omon,1.00,7
phyfeos,,mon,Omon,1.00,10
clmcalipso,,day,CFday,1.00,6
cropfracc4,,mon,Emon,1.00,1184
fco2fos,,mon,Amon,0.99,12
nlittersubsurf,Nitrogen Mass in Below-Ground Litter (non CWD),,Emon,0.99,1410
c13litter,Mass of 13C in Litter Pool,,Emon,0.98,20
cmisc,Carbon Mass in Other Living Compartments on Land,,Emon,0.98,314
tnkebto,Tendency of Ocean Eddy Kinetic Energy Content Due to Parameterized Eddy Advection,monC,Oclim,0.98,251
intuadse,,mon,Emon,0.98,32
rhc14,Carbon-14 Mass Flux into Atmosphere Due to Heterotrophic Respiration on Land [kgC m-2 s-1],,Emon,0.98,24
c13soil,Mass of 13C in Soil Pool,,Emon,0.97,27
gppc14,,mon,Emon,0.96,2739
irrlut,,mon,Emon,0.96,298
mmraerso4,Aerosol Sulfate Mass Mixing Ratio,mon,Emon,0.93,44
fnveglitter,Total Nitrogen Mass Flux from Vegetation to Litter,,Emon,0.93,530
rsdt,,1hrCM,E1hrClimMon,0.93,10
nlittersurf,Nitrogen Mass in Above-Ground Litter (non CWD),,Emon,0.93,1332
residualfrac,Percentage of Grid Cell That Is Land but neither Vegetation Covered nor Bare Soil,yr,Eyr,0.93,1507
dissi14cabio,,yr,Oyr,0.92,3
hfmlt,,day,Eday,0.91,2
soga,,mon,Omon,0.91,4231
zmtnt,Zonal Mean Diabatic Heating Rates,,EmonZ,0.90,48
rhc13,Carbon-13 Mass Flux into Atmosphere Due to Heterotrophic Respiration on Land [kgC m-2 s-1],,Emon,0.90,27
hfdsnb,,day,Eday,0.90,2
clittercwd,,mon,Emon,0.90,36
rhlut,,mon,Emon,0.90,94
hfdsn,,day,Eday,0.89,2
c13veg,Mass of 13C in Vegetation,,Emon,0.88,21
mrrolut,,mon,Emon,0.87,13
rsdscsdiff,,mon,Emon,0.86,138
vsfcorr,,mon,Omon,0.86,7
emico,,mon,AERmon,0.86,238
dryss,,mon,AERmon,0.86,222
nleaf,,mon,Emon,0.86,24
sootsn,,mon,LImon,0.85,19
snrefr,,day,Eday,0.84,1
tasmaxcrop,Daily Maximum Near-Surface Air Temperature over Crop Tile,,Emon,0.84,39
fraclut,,yr,Eyr,0.82,1249
dispkexyfo,,yr,Oyr,0.81,8
evspsblveg,Evaporation from Canopy,,Lmon,0.81,8
tnkebto,,yr,Oyr,0.79,8
rac14,Carbon-14 Mass Flux into Atmosphere Due to Autotrophic (Plant) Respiration on Land [kgC m-2 s-1],,Emon,0.79,25
tasmincrop,Daily Minimum Near-Surface Air Temperature over Crop Tile,,Emon,0.78,41
sosga,,mon,Omon,0.78,8578
sltbasin,Northward Ocean Salt Transport,,EmonZ,0.78,873
nother,"Nitrogen Mass in Vegetation Components Other than Leaves, Stem and Root",,Emon,0.76,1331
pbsi,,mon,Omon,0.76,7
intpbsi,,mon,Omon,0.75,10
rgrowth,,mon,Lmon,0.75,92
pnitrate,,mon,Omon,0.75,9
nwdfraclut,,mon,Emon,0.75,23
fproductdecomp,,mon,Emon,0.74,53
eminh3,,mon,AERmon,0.74,256
wetlandch4cons,,mon,Emon,0.74,24
zg,Geopotential Height,,AERmon,0.73,2
rac13,Carbon-13 Mass Flux into Atmosphere Due to Autotrophic (Plant) Respiration on Land [kgC m-2 s-1],,Emon,0.73,22
ztp,,mon,AERmon,0.73,215
rlu,,fx,Efx,0.71,1591
phymiscos,,mon,Omon,0.71,3
gppshrub,,mon,Emon,0.69,45
vegheightpasture,Height of Pastures,,Emon,0.69,36
chldiaz,,yr,Oyr,0.68,6
tauu,Surface Downward Eastward Wind Stress,,Amon,0.68,827
rld,,fx,Efx,0.68,1530
thkcello,,dec,Odec,0.68,2
zmtnt,,mon,EmonZ,0.68,373
pasturefracc4,,mon,Emon,0.67,1297
evspsbl,,subhrPt,CFsubhr,0.67,80
nppwood,,mon,Lmon,0.67,16
clhcalipso,,mon,CFmon,0.67,83
rsd,,fx,Efx,0.66,1477
rsu,,fx,Efx,0.66,1474
cproductlut,Wood and Agricultural Product Pool Carbon Associated with Land-Use Tiles,yrPt,Eyr,0.66,354
fddtalk,,mon,Omon,0.66,11
cvegshrub,,mon,Emon,0.66,78
sftgif,Land Ice Area Percentage,fx,fx,0.65,17269
emiisop,,mon,AERmon,0.65,197
wetlandch4prod,,mon,Emon,0.65,30
co2s,Atmosphere CO2,,Emon,0.65,8
sedustci,Sedimentation Flux of Dust Mode Coarse Insoluble,,Emon,0.65,4
mrso,Total Soil Moisture Content,,Lmon,0.64,326
vegheightcrop,,mon,Emon,0.64,55
huss,,subhrPt,CFsubhr,0.63,82
msftyzsmpa,Ocean Y Overturning Mass Streamfunction Due to Parameterized Submesoscale Advection,mon,Omon,0.63,28
fharvesttoatmos,,mon,Emon,0.63,32
rmaint,,mon,Lmon,0.62,15
zsatcalc,,mon,Omon,0.61,17
hurs,,subhrPt,CFsubhr,0.61,87
utendepfd,Tendency of Eastward Wind Due to Eliassen-Palm Flux Divergence,mon,Amon,0.60,5
epfy,Northward Component of the Eliassen-Palm Flux,mon,Amon,0.60,5
epfz,Upward Component of the Eliassen-Palm Flux,mon,Amon,0.60,5
cproductlut,Wood and Agricultural Product Pool Carbon Associated with Land-Use Tiles,yr,Eyr,0.60,337
snc,,mon,ImonGre,0.60,327
ffire,Carbon Mass Flux into Atmosphere Due to CO2 Emission from Fire Excluding Land-Use Change [kgC m-2 s-1],,Lmon,0.60,393
nproduct,,mon,Emon,0.59,36
grassfrac,,yr,Eyr,0.59,1563
ccb,Air Pressure at Convective Cloud Base,monC,Amon,0.59,9
clittershrub,Carbon Mass in Litter on Shrub Tiles,,Emon,0.59,1437
fvegfire,,mon,Emon,0.58,70
diftrxylo,Ocean Tracer XY Laplacian Diffusivity,monC,Oclim,0.57,282
rlut4co2,,mon,CFmon,0.56,37
nroot,,mon,Emon,0.55,13
nstem,,mon,Emon,0.55,13
ts,,subhrPt,CFsubhr,0.55,12
tntmp,,mon,EmonZ,0.55,248
simassacrossline,Sea Mass Area Flux Through Straits,mon,SImon,0.54,6993
ctotfirelut,,mon,Emon,0.54,11
dissi14cabioos,,mon,Omon,0.54,7
sootsn,Snow Soot Content,day,Eday,0.54,3
snc,,mon,ImonAnt,0.53,266
ficeberg2d,Water Flux into Sea Water from Icebergs,mon,Omon,0.53,12
zfull,,fx,fx,0.53,452
clwmodis,MODIS Liquid Cloud Percentage,,Emon,0.53,35
dryoa,,mon,AERmon,0.53,205
tntrscs,,mon,EmonZ,0.52,224
fddtdic,,mon,Omon,0.51,4
ua10,,day,AERday,0.51,12
rsds,,subhrPt,CFsubhr,0.51,21
mrsofc,Capacity of Soil to Store Water (Field Capacity),fx,fx,0.51,13468
rlutcs,,subhrPt,CFsubhr,0.50,16
sltnortha,Atlantic Northward Ocean Salt Transport,mon,EmonZ,0.50,289
fveglittersenescence,,mon,Emon,0.50,10
climodis,MODIS Ice Cloud Area Percentage,,Emon,0.50,31
sfriver,Salt Flux into Sea Water from Rivers,mon,Omon,0.49,35
fnlittersoil,,mon,Emon,0.49,180
zsatarag,,mon,Omon,0.49,6
nppstem,,mon,Emon,0.48,9
eow,,day,Eday,0.48,1
clitterabove,,mon,Lmon,0.48,33
csoilshrub,Carbon Mass in Soil on Shrub Tiles,,Emon,0.48,207
nppother,,mon,Emon,0.47,14
wetnh3,,mon,AERmon,0.47,265
hursmin,,mon,Amon,0.46,91
tntrlcs,,mon,EmonZ,0.45,240
flandice,Water Flux into Sea Water from Land Ice,,Emon,0.45,63
ragrass,,mon,Emon,0.45,36
mrsoslut,,mon,Emon,0.44,9
dissicabioos,,mon,Omon,0.44,3
tauucorr,Surface Downward X Stress Correction,mon,Omon,0.43,14
psl,Sea Level Pressure,,Amon,0.43,33
cother,,mon,Emon,0.43,21
tntpbl,,subhrPt,Esubhr,0.43,1
snmassacrossline,Snow Mass Flux Through Straits,mon,SImon,0.42,3646
vegfrac,,yr,Eyr,0.42,1609
fnproduct,,mon,Emon,0.42,19
baresoilfrac,,yr,Eyr,0.41,1413
tauvcorr,Surface Downward Y Stress Correction,mon,Omon,0.41,13
uqint,,mon,Emon,0.40,6
vqint,,mon,Emon,0.40,6
psl,,subhrPt,CFsubhr,0.39,14
orogis,,mon,LImon,0.39,26
c13veg,,mon,Emon,0.39,27
wetss,,mon,AERmon,0.39,201
swtoafluxaerocs,TOA Outgoing Clear-Sky Shortwave Flux Due to Volcanic Aerosols,6hrPt,6hrPlevPt,0.39,4
cropfrac,,yr,Eyr,0.39,1380
fbddtdife,,mon,Omon,0.38,7
treefrac,,yr,Eyr,0.38,1440
vtendnogw,Northward Acceleration Due to Non-Orographic Gravity Wave Drag,mon,EmonZ,0.38,90
ratree,,mon,Emon,0.38,35
fddtdip,,mon,Omon,0.37,5
hfbasinpadv,,mon,Omon,0.37,1239
ch4,,mon,AERmonZ,0.36,169
od550aerso,,mon,Emon,0.36,20
vas,Northward Near-Surface Wind,,Amon,0.36,33
fddtdisi,,mon,Omon,0.36,5
flandice,,mon,Emon,0.35,4
cnc,,day,Eday,0.35,66
vas,,subhrPt,CFsubhr,0.35,46
uas,,subhrPt,CFsubhr,0.35,48
rsus,,subhrPt,CFsubhr,0.35,15
xgwdparam,Eastward Gravity Wave Drag,mon,EmonZ,0.35,23
rootd,Maximum Root Depth,fx,fx,0.34,7675
nmineralno3,,mon,Emon,0.34,22
swtoacsdust,clear sky  Shortwave flux due to dust at toa,mon,Emon,0.34,7
tauv,Surface Downward Northward Wind Stress,,Amon,0.33,4
nmineralnh4,,mon,Emon,0.33,20
prc,Convective Precipitation,,Amon,0.33,29
nother,,mon,Emon,0.33,276
fngasnonfire,,mon,Emon,0.32,9
vtendnogw,Northward Acceleration Due to Non-Orographic Gravity Wave Drag,,EmonZ,0.32,20
darag,Aragonite Dissolution,yr,Oyr,0.32,2
jo3,Photolysis Rate of Ozone (O3),,EmonZ,0.32,19
shrubfrac,,yr,Eyr,0.31,1237
fddtdife,,mon,Omon,0.31,3
raleaf,,mon,Emon,0.31,8
fco2nat,,mon,Lmon,0.31,220
rsdsis,,mon,LImon,0.31,4
fbddtdisi,,mon,Omon,0.30,3
fveglittermortality,,mon,Emon,0.30,7
raroot,,mon,Emon,0.30,7
nlittercwd,,mon,Emon,0.30,7
siareaacrossline,Sea-Ice Area Flux Through Straits,mon,SImon,0.30,2515
orog,,fx,fx,0.29,5049
fnlandtoocean,,mon,Emon,0.29,187
dpco2abio,,mon,Omon,0.29,3
prc,,subhrPt,CFsubhr,0.29,15
co2mass,,mon,Amon,0.29,2385
fddtdin,,mon,Omon,0.29,2
fngasfire,,mon,Emon,0.29,9
hfgeou,,fx,Ofx,0.29,132
clitterbelow,,mon,Lmon,0.28,26
zmicroos,,mon,Omon,0.28,21
wetoa,,mon,AERmon,0.28,192
vmrox,"Mole Fraction of Odd Oxygen (O, O3 and O1D)",,EmonZ,0.28,15
fg14co2abio,,mon,Omon,0.27,700
rhshrub,Heterotrophic Respiration on Shrub Tiles as Carbon Mass Flux [kgC m-2 s-1],,Emon,0.27,93
flulccresiduelut,,mon,Emon,0.27,13
areacellr,Grid-Cell Area for River Model Variables,fx,fx,0.27,3307
csoil,,yr,Eyr,0.27,84
clmcalipso,,mon,CFmon,0.26,35
sbl,,mon,ImonAnt,0.26,18
sbl,,mon,ImonGre,0.26,18
intpbn,,mon,Omon,0.26,2
mmrno3,NO3 Aerosol Mass Mixing Ratio,,Emon,0.26,17
flulccatmlut,,mon,Emon,0.26,9
rtmt,Net Downward Radiative Flux at Top of Model,,Amon,0.26,37
clivic,,day,Eday,0.25,1
ffirenat,,mon,Emon,0.25,35
c14land,,mon,Emon,0.25,14
od550csaer,,mon,AERmon,0.25,6
cltmodis,,mon,Emon,0.25,10
oxloss,Total Odd Oxygen (Ox) Loss Rate,,EmonZ,0.25,12
sfdsi,Downward Sea Ice Basal Salt Flux,dec,Odec,0.24,79
zos,Sea Surface Height Above Geoid,,Omon,0.24,3
topg,,yr,IyrGre,0.24,5
co3sataragos,,mon,Omon,0.23,3
ksat,Saturated Hydraulic Conductivity,fx,Efx,0.23,480
thetaot700,,mon,Emon,0.23,58
c14veg,,mon,Emon,0.23,9
thetaot2000,,mon,Emon,0.23,57
ygwdparam,Northward Gravity Wave Drag,mon,EmonZ,0.22,21
hfbasinpmdiff,,mon,Omon,0.22,1064
lwsrfcsdust,Clear-Sky Surface Longwave Radiative Flux Due to Dust,mon,Emon,0.21,7
fgco2,Surface Downward Mass Flux of Carbon as CO2 [kgC m-2 s-1],,Omon,0.21,1
co2mass,Total Atmospheric Mass of CO2,day,day,0.21,3149
mrrois,,mon,LImon,0.21,22
vt100,Northward Eddy Temperature Flux,mon,AERmonZ,0.20,313
hno3,,mon,AERmonZ,0.20,37
swsrfcsdust,Clear-Sky Surface Shortwave Radiative Flux Due to Dust,mon,Emon,0.20,1
vt,,mon,Emon,0.20,1
rashrub,,mon,Emon,0.20,9
prsn,,subhrPt,CFsubhr,0.19,15
co3satcalcos,,mon,Omon,0.19,2
fnanthdisturb,,mon,Emon,0.19,15
tsis,,mon,LImon,0.19,12
lithk,,yr,IyrGre,0.18,12
gppc13,,mon,Emon,0.18,6
phabioos,,mon,Omon,0.18,2
topg,Bedrock Altitude,fx,IfxGre,0.18,271
hfgeoubed,Geothermal Heat Flux Beneath Land Ice,fx,IfxGre,0.18,289
lwtoaasdust,TOA All-Sky Longwave Radiative Forcing Due to Dust,mon,Emon,0.17,5
necblut,,mon,Emon,0.17,3
sftgrf,Grounded Ice Sheet Area Percentage,fx,Efx,0.17,4507
htovovrt,,mon,Omon,0.17,859
n2o,,mon,AERmonZ,0.17,44
sftlf,,fx,fx,0.17,5582
htovgyre,,mon,Omon,0.16,594
ccn,,mon,AERmon,0.16,29
rsut4co2,,mon,CFmon,0.16,17
volo,,mon,Omon,0.16,4204
zmesoos,,mon,Omon,0.16,5
tasis,,mon,LImon,0.16,12
netatmoslandc13flux,,mon,Emon,0.16,8
rldscs,,subhrPt,CFsubhr,0.16,14
slthick,Thickness of Soil Layers,fx,Efx,0.15,1210
tntc,,mon,EmonZ,0.15,32
swsffluxaero,Shortwave Heating Rate Due to Volcanic Aerosols,6hrPt,6hrPlevPt,0.15,17
mmrss,Sea-Salt Aerosol Mass Mixing Ratio,,Emon,0.15,10
c13land,,mon,Emon,0.15,20
rsutcs4co2,,mon,CFmon,0.14,17
sbl,Surface Snow and Ice Sublimation Flux,monC,Amon,0.14,6
rlds,,subhrPt,CFsubhr,0.14,23
fahlut,Anthropogenic Heat Flux Generated from non-Renewable Human Primary Energy Consumption,,Emon,0.14,57
emivoc,Total Emission Rate of NMVOC,,AERmon,0.14,4
ua100m,Eastward Wind at 100m,,Prim3hrPt,0.14,2
rlutcs4co2,,mon,CFmon,0.14,18
c13soil,,mon,Emon,0.14,8
rzwc,,day,Eday,0.13,3
fnox,Total Land NOx Flux,,Emon,0.13,41
rsuscs,,subhrPt,CFsubhr,0.13,13
cveg,,yr,Eyr,0.13,62
utendogw,,day,EdayZ,0.13,7
rsdscs,,subhrPt,CFsubhr,0.13,15
prsnis,,mon,LImon,0.13,19
rldscs,Surface Downwelling Clear-Sky Longwave Radiation,,Amon,0.13,1
rsutcs,TOA Outgoing Clear-Sky Shortwave Radiation,,Amon,0.13,1
dmc,,mon,CFmon,0.13,1
c14soil,,mon,Emon,0.13,7
emibc,Total Emission Rate of Black Carbon Aerosol Mass,,AERmon,0.12,3
ta,Air Temperature,,6hrPlevPt,0.12,2091
swsrfasdust,All-Sky Surface Shortwave Radiative Flux Due to Dust,mon,Emon,0.12,4
masso,,mon,Omon,0.12,4785
ygwdparam,Northward Gravity Wave Drag,,EmonZ,0.12,7
xgwdparam,Eastward Gravity Wave Drag,,EmonZ,0.12,7
csoilgrass,,mon,Emon,0.12,26
vsfriver,,mon,Omon,0.12,4
clwmodis,,mon,Emon,0.12,8
vortmean,Relative Vorticity,6hr,6hrPlevPt,0.12,7
snm,,mon,ImonAnt,0.12,16
flulccproductlut,,mon,Emon,0.12,2
sconcso4,,mon,Emon,0.11,26
meanage,,mon,AERmonZ,0.11,30
clittertree,,mon,Emon,0.11,24
od550aerh2o,,mon,AERmon,0.11,167
emiso2,Total Emission Rate of SO2,,AERmon,0.11,4
c14litter,,mon,Emon,0.11,8
mrlsl,,primday,Primday,0.11,3
c13litter,,mon,Emon,0.11,8
sltovgyre,,mon,Omon,0.11,577
rlus,,subhrPt,CFsubhr,0.11,18
rac13,,mon,Emon,0.10,6
oxprod,Total Odd Oxygen (Ox) Production Rate,,EmonZ,0.10,6
rsdsdiff,,day,Eday,0.10,4
od550soa,,mon,AERmon,0.10,166
rhc13,,mon,Emon,0.10,6
areacella,,fx,fx,0.09,5289
clhcalipso,,3hrPt,E3hrPt,0.09,40
csoiltree,,mon,Emon,0.09,23
wilt,Wilting Point,fx,Efx,0.09,219
clittersurf,,mon,Emon,0.09,24
tso,,prim6hrpt,Prim6hrPt,0.09,1
lwtoacsdust,TOA Clear-Sky Longwave Radiative Forcing Due to Dust,mon,Emon,0.09,5
fldcapacity,Field Capacity,fx,Efx,0.09,218
lwsrfasdust,All-Sky Surface Longwave Radiative Flux Due to Dust,mon,Emon,0.09,6
jo2,Photolysis Rate of Diatomic Molecular Oxygen,,EmonZ,0.09,16
bigthetaoga,,mon,Omon,0.09,3228
volcello,Ocean Grid-Cell Volume,mon,Ofx,0.08,95
lithk,Ice Sheet Thickness,fx,IfxGre,0.08,322
rhc14,,mon,Emon,0.08,5
rac14,,mon,Emon,0.08,5
netatmoslandc14flux,,mon,Emon,0.08,5
ho2,,mon,AERmonZ,0.07,24
uo,,primoday,PrimOday,0.07,1
thkcello,Ocean Model Cell Thickness,mon,Ofx,0.07,107
prra,,mon,ImonGre,0.07,78
sltovovrt,,mon,Omon,0.07,587
intpbp,,mon,Omon,0.06,3
fproductdecomplut,,mon,Emon,0.06,2
tnhusd,,mon,CFmon,0.06,3
fgco2abio,,yr,Oyr,0.06,4
prra,,3hr,E3hr,0.06,1
nh50,,mon,AERmon,0.06,3
rld,,subhrPt,CFsubhr,0.06,219
sblis,,mon,LImon,0.06,2
agesno,,mon,LImon,0.06,31
ch4global,,mon,Amon,0.06,500
fn2o,,mon,Emon,0.06,11
climodis,,mon,Emon,0.06,6
fgrazing,,mon,Lmon,0.06,65
snicem,,mon,ImonAnt,0.06,11
clitter,,yr,Eyr,0.05,90
snm,,mon,ImonGre,0.05,8
mmrss,,mon,Emon,0.05,2
prra,,mon,ImonAnt,0.05,68
hfssis,,mon,LImon,0.05,9
rlucs,,subhrPt,CFsubhr,0.05,183
rsd,,subhrPt,CFsubhr,0.05,165
rsucs,,subhrPt,CFsubhr,0.05,155
tnhus,,subhrPt,CFsubhr,0.05,204
hus7h,Specific Humidity,6hrPt,6hrPlevPt,0.05,10
rhgrass,,mon,Emon,0.05,26
npp,Net Primary Production on Land as Carbon Mass Flux [kgC m-2 s-1],,Lmon,0.05,1
ra,Carbon Mass Flux into Atmosphere Due to Autotrophic (Plant) Respiration on Land [kgC m-2 s-1],,Lmon,0.05,1
zos,Sea Surface Height Above Geoid,,mon,0.05,1
bry,,mon,AERmonZ,0.05,26
loadpoa,,day,Eday,0.05,2
sci,Fraction of Time Shallow Convection Occurs,3hrPt,CF3hr,0.05,5
sltbasin,,mon,EmonZ,0.05,14
snc,Snow Area Percentage,,LImon,0.05,2
va,,primmonz,PrimmonZ,0.04,11
lwsrfcsdust,Clear-Sky Surface Longwave Radiative Flux Due to Dust,,Emon,0.04,8
msftmzsmpa,,mon,Omon,0.04,2
rldcs,,subhrPt,CFsubhr,0.04,194
swsrfcsdust,Clear-Sky Surface Shortwave Radiative Flux Due to Dust,,Emon,0.04,6
swtoaasdust,All-Sky Shortwave Flux Due to Dust at Toa,mon,Emon,0.04,1
oh,,mon,AERmonZ,0.04,23
rlu,,subhrPt,CFsubhr,0.04,164
fg14co2abio,,yr,Oyr,0.04,3
rsu,,subhrPt,CFsubhr,0.04,149
snd,Snow Depth,,LImon,0.04,1
sltnortha,Atlantic Northward Ocean Salt Transport,,EmonZ,0.04,27
swtoaasdust,All-Sky Shortwave Flux Due to Dust at Toa,,Emon,0.04,7
swsrfasdust,All-Sky Surface Shortwave Radiative Flux Due to Dust,,Emon,0.03,7
clayfrac,Clay Fraction,fx,Efx,0.03,256
acabfis,,mon,LImon,0.03,8
rsdcs,,subhrPt,CFsubhr,0.03,138
hfbasinpsmadv,Northward Ocean Heat Transport Due to Parameterized Submesoscale Advection,mon,Omon,0.03,101
mmrbc,Elemental Carbon Mass Mixing Ratio,,Emon,0.03,2
scldncl,,day,Eday,0.03,2
sandfrac,Sand Fraction,fx,Efx,0.03,216
swtoacsdust,clear sky  Shortwave flux due to dust at toa,,Emon,0.03,7
rsusis,,mon,LImon,0.03,1
oxloss,,mon,EmonZ,0.03,3
snw,Surface Snow Amount,,LImon,0.03,1
prcsh,Precipitation Flux from Shallow Convection,3hr,E3hr,0.03,2
flitterfire,"Carbon Mass Flux from Litter, CWD or any non-Living Pool into Atmosphere Due to CO2 Emission from All Fire [kgC m-2 s-1]",mon,Emon,0.03,400
sftgif,,fx,fx,0.03,3534
tos,,dec,Odec,0.03,4
clitterlut,,yr,Eyr,0.03,7
csoillut,,yr,Eyr,0.03,6
treefrac,Tree Cover Percentage,yrPt,Eyr,0.03,25
sncis,,mon,LImon,0.03,39
prmax,,,Primday,0.03,1
cveglut,,yr,Eyr,0.02,6
acabf,,mon,ImonAnt,0.02,7
icem,,mon,ImonGre,0.02,7
cltcalipso,,day,CFday,0.02,4
cropfrac,Percentage Crop Cover,yrPt,Eyr,0.02,23
fahlut,,mon,Emon,0.02,1
icem,,mon,ImonAnt,0.02,6
eminox,Total Emission Rate of NOx,,AERmon,0.02,1
sfpm25,,1hr,AERhr,0.02,1
mmraerso4,,mon,Emon,0.02,1
emico,Total Emission Rate of CO,,AERmon,0.02,1
lwsrfasdust,All-Sky Surface Longwave Radiative Flux Due to Dust,,Emon,0.02,7
wap,,3hrPt,E3hrPt,0.02,1
cproduct,,yr,Eyr,0.02,9
lwtoaasdust,TOA All-Sky Longwave Radiative Forcing Due to Dust,,Emon,0.02,7
siltfrac,Silt Fraction,fx,Efx,0.02,121
emidust,Total Emission Rate of Dust,,AERmon,0.02,1
gwt,Groundwater Intake,mon,Lmon,0.02,6
hfbasin,Northward Ocean Heat Transport,dec,Odec,0.01,203
co2mass,Total Atmospheric Mass of CO2,monC,Amon,0.01,332
prrais,,mon,LImon,0.01,1
ccb,,day,CFday,0.01,1
tauvo,,dec,Odec,0.01,2
grassfrac,Natural Grass Area Percentage,yrPt,Eyr,0.01,23
tauuo,,dec,Odec,0.01,2
orog,Surface Altitude,yr,IyrGre,0.01,3
mfo,,mon,Omon,0.01,142
cfc113global,Global Mean Mole Fraction of CFC113,mon,Amon,0.01,101
prsn,Snowfall Flux,,Omon,0.01,5
ps,Surface Air Pressure,,AERmon,0.01,5
libmassbfgr,Basal Specific Mass Balance Flux of Grounded Ice Sheet,yr,IyrGre,0.01,4
areacelli,Grid-Cell Area for Sea Ice Variables,fx,Ofx,0.01,9
hurs,Near-Surface Relative Humidity,6hrPt,6hrPlevPt,0.01,258
tntnogw,,mon,EmonZ,0.01,1
lithk,Ice Sheet Thickness,yr,IyrGre,0.01,4
hcfc22global,Global Mean Mole Fraction of HCFC22,mon,Amon,0.01,78
areacello,Grid-Cell Area for Ocean Variables,mon,Ofx,0.01,199
siareaacrossline,,mon,SImon,0.01,35
clwvic,Convective Condensed Water Path,,Primmon,0.01,1
tsn,,mon,ImonAnt,0.01,4
zg23,Geopotential Height,,Primday,0.01,1
mrsofc,,fx,fx,0.01,191
ch4global,Global Mean Mole Fraction of CH4,monC,Amon,0.01,263
n2oglobal,Global Mean Mole Fraction of N2O,monC,Amon,0.01,277
vegheight,Height of the Vegetation Canopy,fx,Efx,0.01,150
orog,Surface Altitude,mon,fx,0.01,282
sftgrf,,mon,LImon,0.00,3
n2oglobal,,mon,Amon,0.00,124
difvho,,monC,Oclim,0.00,56
oxprod,,mon,EmonZ,0.00,1
clittersubsurf,,mon,Emon,0.00,22
sconcss,,mon,Emon,0.00,23
snicefreez,,mon,ImonAnt,0.00,2
cfc113global,Global Mean Mole Fraction of CFC113,monC,Amon,0.00,62
areacella,Grid-Cell Area for Atmospheric Grid Variables,mon,fx,0.00,237
hcfc22global,Global Mean Mole Fraction of HCFC22,monC,Amon,0.00,59
cfc11global,,mon,Amon,0.00,117
siconca,Sea-Ice Area Percentage (Atmospheric Grid),mon,Amon,0.00,6
cproductlut,,yr,Eyr,0.00,3
simassacrossline,,mon,SImon,0.00,49
emiaoa,,mon,AERmon,0.00,1
xvelsurf,X-Component of Land Ice Surface Velocity,yr,IyrGre,0.00,2
cfc12global,,mon,Amon,0.00,96
hus4,Specific Humidity,6hr,6hrPlev,0.00,1
tosga,Global Average Sea Surface Temperature,dec,Odec,0.00,137
rhtree,,mon,Emon,0.00,23
msftyyz,Ocean Y Overturning Mass Streamfunction,mon,Omon,0.00,6
sbl,,subhrPt,CFsubhr,0.00,10
sosga,Global Average Sea Surface Salinity,dec,Odec,0.00,127
clittergrass,,mon,Emon,0.00,21
snmassacrossline,,mon,SImon,0.00,15
hfibthermds2d,Heat Flux into Sea Water Due to Iceberg Thermodynamics,mon,Omon,0.00,1
snicefreezis,,mon,LImon,0.00,1
mrroli,,mon,ImonGre,0.00,2
